2.300000000000000000e+01,1.800000000000000000e+01,3.157894736842104672e-02,1.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,4.580000000000000000e+02,8.035087719298246167e-01,0.000000000000000000e+00
3.000000000000000000e+00,2.470000000000000000e+02,4.333333333333333481e-01,0.000000000000000000e+00
3.000000000000000000e+00,2.700000000000000000e+02,4.736842105263158187e-01,0.000000000000000000e+00
7.000000000000000000e+00,2.960000000000000000e+02,5.192982456140349257e-01,0.000000000000000000e+00
6.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,1.085700000000000000e+04,9.999079020077363822e-01,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,1.085700000000000000e+04,9.999079020077363822e-01,0.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.900000000000000000e+01,2.000000000000000000e+00,1.841959845275373026e-04,1.000000000000000000e+00
6.000000000000000000e+00,1.072400000000000000e+04,9.876588690366550072e-01,0.000000000000000000e+00
3.000000000000000000e+00,6.320000000000000000e+03,5.820593111070179182e-01,0.000000000000000000e+00
8.000000000000000000e+00,1.072200000000000000e+04,9.874746730521274385e-01,0.000000000000000000e+00
3.000000000000000000e+00,1.330000000000000000e+02,1.224903297108123103e-02,1.000000000000000000e+00
3.000000000000000000e+00,1.070900000000000000e+04,9.862773991526984085e-01,0.000000000000000000e+00
3.000000000000000000e+00,1.081900000000000000e+04,9.964081783017130212e-01,0.000000000000000000e+00
2.000000000000000000e+00,1.067500000000000000e+04,9.831460674157304069e-01,0.000000000000000000e+00
4.780000000000000000e+02,1.213000000000000000e+03,1.117148646159513564e-01,1.000000000000000000e+00
1.360000000000000000e+02,6.558000000000000000e+03,6.039786332657948176e-01,0.000000000000000000e+00
1.490000000000000000e+02,7.119000000000000000e+03,6.556456069257691199e-01,0.000000000000000000e+00
6.000000000000000000e+00,1.427000000000000000e+03,1.314238349603978617e-01,1.000000000000000000e+00
6.000000000000000000e+00,3.407000000000000000e+03,3.137778596426598066e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.073200000000000000e+04,9.883956529747651709e-01,0.000000000000000000e+00
9.420000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+01,1.344480000000000000e+05,9.960955732543064212e-01,2.000000000000000000e+00
9.900000000000000000e+01,1.229450000000000000e+05,9.108723837747731977e-01,2.000000000000000000e+00
1.587000000000000000e+03,7.811700000000000000e+04,5.787516206704945709e-01,2.000000000000000000e+00
4.823000000000000000e+03,1.090100000000000000e+05,8.076310427857010810e-01,2.000000000000000000e+00
2.003000000000000000e+03,2.011200000000000000e+04,1.490053713650676126e-01,3.000000000000000000e+00
7.190000000000000000e+02,7.586000000000000000e+03,5.620300055565845276e-02,1.000000000000000000e+00
2.654000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
4.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.270000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.385000000000000000e+03,2.014500000000000000e+04,1.492498610853861818e-01,3.000000000000000000e+00
2.304000000000000000e+03,2.014500000000000000e+04,1.492498610853861818e-01,3.000000000000000000e+00
8.040000000000000000e+02,1.258140000000000000e+05,9.321281718836820218e-01,2.000000000000000000e+00
1.082000000000000000e+03,1.217210000000000000e+05,9.018040377847748035e-01,2.000000000000000000e+00
1.374000000000000000e+03,1.084420000000000000e+05,8.034228560844600686e-01,2.000000000000000000e+00
2.440000000000000000e+02,1.629800000000000000e+04,1.207482867197629262e-01,1.000000000000000000e+00
1.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,4.197000000000000000e+03,9.985724482512492450e-01,0.000000000000000000e+00
1.510000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e+00,4.197000000000000000e+03,9.985724482512492450e-01,0.000000000000000000e+00
3.000000000000000000e+00,2.118000000000000000e+03,5.039257673090649092e-01,0.000000000000000000e+00
6.000000000000000000e+00,2.000000000000000000e+00,4.758505829169641481e-04,1.000000000000000000e+00
2.000000000000000000e+00,7.910000000000000000e+02,1.881989055436592839e-01,1.000000000000000000e+00
8.000000000000000000e+00,4.195000000000000000e+03,9.980965976683320307e-01,0.000000000000000000e+00
7.000000000000000000e+00,4.180000000000000000e+03,9.945277182964548102e-01,0.000000000000000000e+00
2.000000000000000000e+00,2.243000000000000000e+03,5.336664287413751540e-01,0.000000000000000000e+00
4.000000000000000000e+00,2.677000000000000000e+03,6.369260052343563849e-01,0.000000000000000000e+00
2.300000000000000000e+01,3.479000000000000000e+03,8.277420889840590990e-01,0.000000000000000000e+00
7.280000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.280000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.700000000000000000e+01,4.207100000000000000e+04,9.944687389197494065e-01,0.000000000000000000e+00
1.127000000000000000e+03,2.618300000000000000e+04,6.189102942914549432e-01,0.000000000000000000e+00
1.671000000000000000e+03,9.752000000000000000e+03,2.305164874128353414e-01,3.000000000000000000e+00
7.290000000000000000e+02,3.716700000000000000e+04,8.785486349131308437e-01,0.000000000000000000e+00
1.005000000000000000e+03,3.520200000000000000e+04,8.321002245597447500e-01,0.000000000000000000e+00
5.000000000000000000e+00,4.226500000000000000e+04,9.990544852854271740e-01,0.000000000000000000e+00
6.550000000000000000e+02,3.598000000000000000e+03,8.504904857581846445e-02,1.000000000000000000e+00
