CHANGE_BY,ZFLAG,QUOT_DEAD,ZZ_CGZH,STATUS,APPROVE,ZZ_FYLX,ZZ_EC,ZZ_URL,ISMAIN,LOCKPRICE,REMARK,PRINTID,BIDCOLLECT,ARCHIVES,ARCHIVESTIME
348,6,2781,320,3596,3415,1512,1,919,4197,3412,2,9,1960,2677,3479
348,6,2781,353,3596,3415,1512,2,2118,4197,3412,1,4180,1960,260,39
396,6,2781,353,3596,3415,2690,4197,919,4197,3412,1,4180,1960,1262,3479
348,6,2781,320,3596,3415,1512,1,919,4197,3412,1,9,1960,260,3479
348,6,2781,186,3596,3415,1512,1,2118,4197,3412,1,5,1960,2677,107
348,6,2781,320,3596,3415,1512,4197,919,4197,3412,1,9,1960,260,61
443,6,24,79,3596,179,1512,4197,919,4197,791,2,9,1960,2677,3479
443,6,24,79,3596,3415,1512,1,1166,4197,3412,1,4180,1960,2677,3479
443,6,24,79,3596,179,1512,4197,1166,4197,791,1,5,1960,2677,3479
443,6,24,79,3596,3415,1512,1,919,4197,3412,1,2,1960,2677,3479
347,6,372,15,3596,3415,2690,2,919,4197,3412,1,9,1960,1262,3479
347,6,372,13,3596,3415,2690,1,2118,4197,3412,1,5,1960,1262,3479
443,6,24,186,3596,3415,1512,1,919,4197,3412,2,9,1960,2677,3479
443,6,24,186,3596,3415,1512,1,1166,4197,3412,1,9,1960,2677,3479
396,6,2781,353,3596,3415,2690,4197,919,4197,3412,1,9,1960,1262,3479
443,6,24,79,3596,179,1512,2,1166,4197,791,2,9,1960,2677,107
443,6,24,79,475,469,1512,1,1166,4197,791,1,9,1960,2677,3479
443,6,24,79,3596,3415,1512,1,1166,4197,3412,1,5,1960,2677,57
348,6,2781,186,3596,3415,1512,2,919,4197,3412,1,3,1960,260,61
443,6,372,79,3596,3415,2690,4197,919,4197,3412,1,9,1960,1262,70
348,6,2781,320,3596,3415,1512,4197,919,4197,3412,1,9,1960,260,61
348,6,2781,353,3596,3415,1512,1,919,4197,3412,2,4180,1960,2677,3479
605,6,2781,84,3596,3415,1512,4197,919,4197,3412,1,9,1960,260,39
396,6,2781,125,3596,3415,2690,4197,919,4197,3412,1,2,1960,1262,3479
279,6,2781,137,3596,3415,1512,1,2118,4197,3412,1,9,1960,2677,3479
348,6,2781,186,3596,3415,1512,1,919,4197,3412,1,5,1960,260,61
443,6,24,186,3596,3415,1512,4197,919,4197,3412,1,5,1960,2677,3479
443,6,372,79,3596,3415,2690,1,1166,4197,3412,1,4180,1960,2677,3479
396,6,2781,353,3596,3415,2690,1,919,4197,3412,1,5,1960,1262,3479
605,6,2781,84,475,469,1512,4197,919,4197,791,1,2,1960,260,3479
605,6,2781,84,3596,179,1512,2,919,4197,791,1,9,1960,2677,3479
605,6,2781,84,3596,3415,1512,1,919,4197,3412,2,5,1960,260,39
279,6,2781,108,3596,3415,1512,1,919,4197,3412,1,5,1960,1262,107
605,6,2781,84,3596,3415,1512,2,1166,4197,3412,1,9,1960,1262,107
605,6,2781,353,3596,3415,1512,1,1166,4197,3412,1,2,1960,1262,1
348,6,2781,320,475,469,1512,4197,2118,4197,791,1,9,1960,2677,3479
348,6,2781,320,3596,3415,1512,2,919,4197,3412,2,4180,1960,260,61
605,6,2781,202,3596,3415,1512,1,1166,4197,3412,1,4180,1960,1262,107
348,6,2781,320,3596,3415,1512,2,2118,4197,3412,1,2,1960,260,39
348,6,2781,320,3596,3415,1512,2,2118,4197,3412,1,9,1960,260,61
348,6,2781,320,3596,3415,1512,4197,919,4197,3412,1,4180,1960,260,61
348,6,2781,320,3596,3415,1512,2,919,4197,3412,1,5,1960,260,61
348,6,2781,353,3596,3415,1512,1,1166,4197,3412,1,2,1960,260,61
348,6,2781,320,3596,3415,1512,1,919,4197,3412,1,2,1960,260,61
348,6,2781,353,3596,3415,1512,2,919,4197,3412,1,5,1960,260,61
348,6,2781,320,3596,3415,1512,2,919,4197,3412,1,9,1960,260,61
348,6,2781,320,475,469,1512,1,2118,4197,791,1,3,1960,2677,3479
348,6,2781,320,3596,3415,1512,1,919,4197,3412,1,5,1960,260,61
348,6,2781,320,3596,3415,1512,4197,919,4197,3412,1,4180,1960,260,61
347,6,372,73,3596,179,2690,1,1166,4197,791,2,9,1960,260,107
347,6,372,73,3596,3415,2690,4197,1166,4197,3412,1,5,1960,1262,3479
348,6,2781,320,3596,3415,1512,2,919,4197,3412,1,4180,1960,260,61
347,6,372,73,3596,3415,2690,2,919,4197,3412,1,5,1960,1262,3479
605,6,2781,231,3596,3415,1512,4197,919,4197,3412,1,9,1960,1262,107
347,6,372,73,3596,3415,2690,2,1166,4197,3412,1,3,1960,1262,107
347,6,372,73,3596,179,2690,4197,1166,4197,791,1,4180,1960,2677,70
347,6,372,73,3596,3415,2690,1,919,4197,3412,1,9,1960,1262,3479
237,6,1,228,3596,3415,1512,4197,919,4197,3412,1,5,1960,2677,3479
348,6,2781,320,3596,3415,1512,2,919,4197,3412,2,3,1960,260,61
348,6,2781,320,3596,3415,1512,1,919,4197,3412,1,9,1960,260,61
348,6,2781,320,3596,3415,1512,1,2118,4197,3412,1,4180,1960,260,61
348,6,2781,320,475,469,1512,2,919,4197,791,2,9,1960,2677,107
348,6,2781,320,3596,3415,1512,4197,2118,4197,3412,1,5,1960,260,61
348,6,2781,353,3596,3415,1512,4197,2118,4197,3412,1,4180,1960,260,61
279,6,2781,108,3596,3415,1512,2,1166,4197,3412,1,9,1960,1262,107
443,6,372,42,3596,3415,2690,2,1166,4197,3412,1,5,1960,2677,57
605,6,2781,202,3596,3415,1512,1,919,4197,3412,1,2,1960,1262,107
605,6,2781,202,3596,3415,1512,1,1166,4197,3412,1,9,1960,1262,107
605,6,2781,231,3596,3415,1512,4197,1166,4197,3412,1,5,1960,1262,107
605,6,2781,231,3596,3415,1512,1,1166,4197,3412,2,9,1960,1262,107
605,6,2781,202,3596,3415,1512,1,1166,4197,3412,1,9,1960,1262,107
605,6,2781,231,3596,3415,1512,1,1166,4197,3412,1,4180,1960,1262,107
279,6,2781,108,475,469,1512,1,2118,4197,791,1,4180,1960,2677,3479
279,6,2781,108,3596,3415,1512,1,919,4197,3412,1,9,1960,260,3479
279,6,2781,108,3596,3415,1512,1,2118,4197,3412,1,5,1960,2677,3479
347,6,24,15,475,469,2690,4197,919,4197,791,1,3,1960,2677,3479
347,6,24,15,475,469,2690,4197,919,4197,791,1,4180,1960,2677,3479
347,6,24,15,475,469,2690,4197,919,4197,791,1,4180,1960,2677,57
347,6,24,15,475,469,2690,1,919,4197,791,2,2,1960,2677,3479
347,6,24,15,3596,3415,2690,2,919,4197,3412,1,3,1960,1262,3479
279,6,2781,108,3596,3415,1512,2,919,4197,3412,1,9,1960,1262,107
605,6,2781,231,3596,3415,1512,2,919,4197,3412,1,9,1960,1262,107
347,6,24,24,3596,3415,2690,4197,919,4197,3412,1,3,1960,1262,3479
605,6,2781,231,475,469,1512,1,2118,4197,791,1,3,1960,2677,3479
605,6,2781,231,3596,3415,1512,1,1166,4197,3412,1,9,1960,260,39
605,6,2781,231,3596,3415,1512,1,919,4197,3412,1,3,1960,1262,107
605,6,2781,231,3596,3415,1512,2,1166,4197,3412,1,9,1960,1262,107
348,6,2781,320,3596,3415,1512,1,919,4197,3412,1,9,1960,260,61
348,6,2781,320,3596,3415,1512,4197,919,4197,3412,1,9,1960,260,61
348,6,2781,320,3596,3415,1512,2,919,4197,3412,1,9,1960,260,61
605,6,2781,18,3596,3415,2690,1,2118,4197,3412,1,4180,1960,1262,3479
348,6,2781,186,3596,3415,1512,1,919,4197,3412,1,4180,1960,2677,3479
348,6,2781,320,3596,179,1512,2,919,4197,791,1,3,1960,2677,3479
348,6,2781,320,3596,3415,1512,4197,919,4197,3412,2,5,1960,260,61
348,6,2781,320,3596,3415,1512,2,919,4197,3412,1,9,1960,260,12
348,6,2781,320,475,469,1512,4197,2118,4197,791,1,3,1960,260,3479
348,6,2781,320,3596,3415,1512,1,2118,4197,3412,1,4180,1960,260,61
348,6,2781,320,3596,3415,1512,1,919,4197,3412,1,9,1960,260,61
348,6,2781,320,475,469,1512,1,2118,4197,791,2,9,1960,2677,70
348,6,2781,320,3596,3415,1512,1,919,4197,3412,2,5,1960,260,61
348,6,2781,353,3596,3415,1512,1,919,4197,3412,1,2,1960,260,61
348,6,2781,320,3596,3415,1512,2,919,4197,3412,2,3,1960,260,61
348,6,2781,353,3596,3415,1512,4197,919,4197,3412,1,9,1960,260,3479
348,6,2781,320,3596,3415,1512,1,919,4197,3412,1,9,1960,260,61
279,6,2781,108,3596,3415,1512,2,1166,4197,3412,2,2,1960,1262,107
348,6,2781,353,3596,3415,1512,1,919,4197,3412,1,9,1960,260,61
348,6,2781,320,3596,3415,1512,1,2118,4197,3412,2,9,1960,260,61
348,6,2781,320,3596,3415,1512,2,919,4197,3412,2,5,1960,260,61
348,6,2781,320,3596,3415,1512,4197,919,4197,3412,1,9,1960,260,61
443,6,12,79,475,469,1512,4197,1166,4197,791,1,4180,1960,2677,70
443,6,12,79,3596,179,1512,1,1166,4197,791,1,9,1960,2677,12
443,6,12,79,475,469,1512,1,1166,4197,791,1,2,1960,260,3479
443,6,12,79,475,469,1512,1,1166,4197,791,1,9,1960,2677,70
443,6,12,79,3596,3415,1512,2,919,4197,3412,1,5,1960,2677,107
443,6,16,186,3596,3415,1512,2,1166,4197,3412,1,9,1960,2677,3479
443,6,16,186,3596,3415,1512,1,1166,4197,3412,2,9,1960,2677,3479
605,6,2781,231,3596,3415,1512,4197,1166,4197,3412,2,9,1960,1262,107
605,6,2781,231,3596,3415,1512,1,919,4197,3412,1,3,1960,1262,107
297,6,2781,20,3596,179,1512,2,1166,4197,791,1,4180,1960,2677,3479
297,6,2781,20,3596,3415,1512,1,1166,4197,3412,1,2,1960,260,3479
605,6,2781,84,3596,3415,1512,1,1166,4197,3412,1,9,1960,1262,2
348,6,2781,186,3596,3415,1512,2,2118,4197,3412,1,9,1960,260,61
348,6,2781,186,3596,3415,1512,2,919,4197,3412,2,9,1960,260,3479
297,6,2781,87,3596,3415,1512,2,919,4197,3412,1,4180,1960,260,39
348,6,2781,353,3596,3415,1512,1,919,4197,3412,1,9,1960,260,61
605,6,2781,231,3596,3415,1512,2,1166,4197,3412,1,2,1960,2677,70
605,6,2781,231,3596,3415,1512,4197,1166,4197,3412,1,5,1960,1262,107
605,6,2781,231,3596,3415,1512,2,1166,4197,3412,1,9,1960,1262,107
605,6,2781,202,3596,3415,1512,1,919,4197,3412,1,4180,1960,1262,107
605,6,2781,231,3596,3415,1512,1,919,4197,3412,1,9,1960,1262,107
605,6,2781,231,3596,3415,1512,1,1166,4197,3412,2,3,1960,260,4
396,6,2781,125,3596,3415,2690,4197,919,4197,3412,1,4180,1960,1262,57
605,6,2781,202,3596,3415,1512,1,1166,4197,3412,1,5,1960,1262,107
396,6,2781,186,3596,3415,2690,1,2118,4197,3412,2,4180,1960,1262,3479
396,6,219,186,3596,3415,2690,1,2118,4197,3412,2,5,1960,1262,3479
347,6,12,15,3596,3415,2690,1,1166,4197,3412,2,9,1960,1262,3479
347,6,12,15,3596,3415,2690,4197,1166,4197,3412,1,9,1960,1262,3479
605,6,2781,84,3596,3415,1512,4197,919,4197,3412,1,9,1960,1262,107
279,6,2781,26,132,132,1512,1,919,4197,791,2,4180,1960,2677,3479
348,6,2781,320,3596,3415,1512,4197,2118,4197,3412,1,9,1960,260,61
605,6,2781,84,3596,3415,1512,4197,1166,4197,3412,1,9,1960,1262,107
605,6,2781,231,132,132,1512,1,919,4197,791,2,9,1960,2677,3479
212,6,2781,29,3596,3415,2690,1,1166,4197,3412,2,9,1960,1262,70
212,6,2781,29,3596,3415,2690,1,919,4197,3412,1,9,1960,1262,3479
212,6,2781,353,475,469,2690,4197,1166,4197,791,1,9,1960,2677,3479
212,6,2781,353,3596,3415,2690,2,1166,4197,3412,1,3,1960,1262,3479
279,6,2781,137,3596,3415,2690,4197,2118,4197,3412,1,4180,1960,1262,3479
212,6,2781,353,3596,3415,2690,4197,919,4197,3412,1,9,1960,1262,107
212,6,2781,353,3596,3415,2690,1,1166,4197,3412,1,3,1960,1262,3479
212,6,2781,353,3596,3415,2690,1,919,4197,3412,1,3,1960,1262,3479
443,6,12,186,3596,3415,1512,4197,919,4197,3412,1,5,1960,2677,107
443,6,12,186,3596,3415,1512,2,919,4197,3412,1,4180,1960,2677,3479
297,6,2781,88,3596,3415,1512,1,919,4197,3412,1,2,1960,2677,70
212,6,2781,353,3596,3415,2690,1,1166,4197,3412,1,5,1960,1262,3479
279,6,2781,26,3596,3415,1512,1,2118,4197,3412,2,5,1960,2677,3479
297,6,2781,88,3596,3415,1512,4197,1166,4197,3412,1,9,1960,2677,3479
605,6,2781,84,3596,3415,1512,1,1166,4197,3412,1,9,1960,1262,107
605,6,2781,202,3596,3415,1512,1,919,4197,3412,1,9,1960,1262,107
443,6,2781,79,132,132,1512,4197,2118,4197,791,1,5,1960,2677,70
605,6,2781,84,3596,3415,1512,1,2118,4197,3412,1,5,1960,260,17
348,6,2781,320,3596,3415,1512,1,2118,4197,3412,2,9,1960,260,61
348,6,2781,320,3596,3415,1512,4197,919,4197,3412,1,5,1960,260,61
443,6,12,186,3596,3415,1512,1,919,4197,3412,1,9,1960,2677,107
605,6,2781,202,3596,3415,1512,1,2118,4197,3412,1,9,1960,1262,107
348,6,2781,353,3596,3415,1512,2,919,4197,3412,1,9,1960,260,61
443,6,219,186,3596,3415,1512,1,919,4197,3412,1,9,1960,2677,3479
443,6,219,186,3596,3415,1512,1,1166,4197,3412,1,9,1960,2677,3479
605,6,2781,18,3596,3415,2690,4197,1166,4197,3412,1,5,1960,1262,57
279,6,2781,3,132,132,1512,2,919,4197,791,1,9,1960,2677,3479
279,6,2781,108,3596,3415,1512,1,1166,4197,3412,2,4180,1960,1262,107
605,6,2781,202,3596,3415,1512,2,1166,4197,3412,1,3,1960,1262,107
605,6,2781,231,3596,3415,1512,1,919,4197,3412,2,9,1960,2677,107
443,6,12,186,3596,3415,1512,4197,1166,4197,3412,1,9,1960,2677,3479
279,6,2781,108,475,469,2690,1,919,4197,791,1,2,1960,2677,3479
279,6,2781,108,3596,3415,2690,1,919,4197,3412,1,9,1960,1262,3479
507,6,2781,115,3596,3415,2690,4197,919,4197,3412,2,9,1960,1262,3479
297,6,2781,8,3596,3415,2690,4197,2118,4197,3412,1,4180,1960,1262,57
297,6,2781,87,3596,179,2690,1,919,4197,791,1,4180,1960,2677,3479
297,6,2781,87,3596,3415,2690,2,919,4197,3412,1,9,1960,1262,3479
297,6,2781,87,3596,3415,2690,1,2118,4197,3412,2,9,1960,1262,3479
348,6,2781,353,3596,3415,1512,1,2118,4197,3412,1,9,1960,260,70
348,6,2781,353,3596,3415,1512,1,2118,4197,3412,2,9,1960,260,61
507,6,2781,212,3596,3415,2690,2,1166,4197,3412,1,4180,1960,1262,3479
443,6,3,186,475,469,1512,1,2118,4197,791,1,4180,1960,2677,3479
443,6,3,186,3596,3415,1512,2,2118,4197,3412,1,3,1960,2677,3479
507,6,2781,212,3596,3415,2690,4197,919,4197,3412,1,3,1960,1262,3479
250,6,2781,231,3596,3415,1512,1,919,4197,3412,2,9,1960,1262,107
605,6,2781,231,3596,3415,1512,1,2118,4197,3412,1,5,1960,1262,107
443,6,219,186,3596,3415,1512,4197,1166,4197,3412,1,4180,1960,2677,3479
507,6,2781,96,475,469,2690,2,919,4197,791,1,4180,1960,2677,3479
507,6,2781,96,475,469,2690,4197,919,4197,791,1,9,1960,2677,3479
507,6,2781,96,3596,3415,2690,4197,919,4197,3412,1,5,1960,1262,3479
297,6,2781,20,3596,3415,1512,1,919,4197,3412,1,9,1960,2677,107
605,6,2781,231,3596,3415,1512,2,1166,4197,3412,1,9,1960,1262,107
26,6,2781,186,3596,3415,1512,1,2118,4197,3412,2,4180,1960,2677,107
26,6,2781,186,475,469,1512,1,2118,4197,791,1,4180,1960,2677,3479
26,6,2781,186,475,469,1512,2,2118,4197,791,1,9,1960,2677,3479
605,6,2781,231,475,469,1512,1,2118,4197,791,1,5,1960,2677,3479
605,6,2781,231,475,469,1512,2,919,4197,791,1,9,1960,2677,107
605,6,2781,231,3596,3415,1512,2,2118,4197,3412,1,9,1960,1262,107
605,6,2781,231,475,469,1512,1,2118,4197,791,2,2,1960,2677,3479
348,6,2781,320,3596,3415,1512,2,919,4197,3412,1,4180,1960,260,61
279,6,2781,108,3596,3415,1512,2,919,4197,3412,1,9,1960,2677,3479
348,6,2781,320,3596,3415,1512,1,919,4197,3412,1,4180,1960,260,61
605,6,2781,231,3596,3415,1512,2,919,4197,3412,1,9,1960,1262,107
297,6,2781,20,3596,3415,1512,1,1166,4197,3412,1,9,1960,2677,3479
605,6,2781,202,3596,3415,1512,2,919,4197,3412,1,5,1960,1262,107
507,6,2781,212,3596,3415,2690,4197,1166,4197,3412,1,9,1960,1262,3479
250,6,3,132,3596,3415,2690,2,919,4197,3412,1,9,1960,1262,70
211,6,4,228,3596,3415,1512,4197,919,4197,3412,1,9,1960,2677,3479
279,6,2781,137,3596,3415,1512,4197,919,4197,3412,1,9,1960,1262,107
605,6,2781,202,3596,3415,1512,2,919,4197,3412,1,3,1960,1262,107
279,6,2781,108,3596,3415,2690,4197,2118,4197,3412,1,9,1960,1262,107
279,6,2781,108,3596,3415,1512,1,1166,4197,3412,1,5,1960,260,250
211,6,4,228,3596,3415,1512,1,1166,4197,3412,2,5,1960,2677,3479
348,6,2781,320,3596,3415,1512,1,919,4197,3412,1,5,1960,260,61
605,6,2781,18,3596,3415,2690,4197,919,4197,3412,2,9,1960,1262,70
348,6,2781,353,3596,3415,1512,4197,2118,4197,3412,1,9,1960,260,57
348,6,2781,320,3596,3415,1512,4197,919,4197,3412,1,9,1960,260,61
348,6,2781,320,3596,3415,1512,1,919,4197,3412,1,2,1960,260,61
443,6,219,79,3596,3415,2690,4197,919,4197,3412,1,5,1960,1262,3479
348,6,2781,353,3596,3415,1512,1,919,4197,3412,1,9,1960,260,61
279,6,2781,137,3596,3415,1512,2,1166,4197,3412,1,9,1960,1262,46
212,6,2781,186,3596,3415,2690,1,919,4197,3412,1,4180,1960,1262,3479
212,6,2781,186,3596,3415,2690,2,1166,4197,3412,1,9,1960,1262,57
212,6,2781,186,475,469,2690,4197,1166,4197,791,1,4180,1960,2677,107
443,6,219,186,475,469,1512,2,2118,4197,791,1,3,1960,2677,3479
443,6,219,186,3596,3415,1512,2,919,4197,3412,1,3,1960,2677,3479
605,6,2781,84,3596,3415,1512,1,2118,4197,3412,1,3,1960,1262,107
605,6,2781,84,475,469,1512,1,2118,4197,791,1,9,1960,2677,3479
605,6,2781,84,3596,179,1512,2,919,4197,791,1,3,1960,2677,3479
605,6,2781,84,3596,179,1512,1,2118,4197,791,1,2,1960,2677,107
605,6,2781,84,3596,3415,1512,1,2118,4197,3412,2,9,1960,1262,107
443,6,24,186,3596,3415,1512,1,1166,4197,3412,2,4180,1960,2677,3479
443,6,24,186,475,469,1512,2,919,4197,791,1,9,1960,2677,3479
443,6,24,186,475,469,1512,4197,919,4197,791,1,9,1960,2677,107
605,6,2781,202,3596,3415,1512,2,1166,4197,3412,1,3,1960,1262,107
507,6,2781,115,3596,3415,1512,4197,1166,4197,3412,1,5,1960,260,17
507,6,2781,212,132,132,2690,2,919,4197,791,1,4180,1960,2677,3479
507,6,2781,212,3596,3415,2690,1,2118,4197,791,1,4180,1960,2677,3479
507,6,2781,212,475,469,2690,2,2118,4197,791,2,9,1960,2677,3479
507,6,2781,212,3596,3415,2690,1,2118,4197,791,1,5,1960,2677,3479
507,6,2781,212,475,469,2690,4197,919,4197,791,1,3,1960,260,3479
507,6,2781,212,475,469,2690,4197,2118,4197,791,1,4180,1960,2677,107
507,6,2781,212,3596,3415,2690,1,2118,4197,791,1,9,1960,2677,3479
507,6,2781,212,475,469,2690,2,919,4197,791,2,9,1960,2677,107
297,6,2781,88,3596,3415,1512,4197,1166,4197,3412,2,5,1960,2677,3479
250,6,2,132,3596,3415,2690,1,919,4197,3412,1,9,1960,1262,3479
348,6,2781,320,3596,3415,1512,1,919,4197,3412,1,9,1960,1262,107
348,6,2781,353,3596,3415,1512,2,919,4197,3412,1,5,1960,260,57
348,6,2781,353,3596,3415,1512,4197,2118,4197,3412,1,2,1960,1262,107
212,6,2781,29,475,469,2690,1,919,4197,791,1,5,1960,2677,12
212,6,2781,29,3596,3415,2690,2,2118,4197,3412,2,4180,1960,1262,3479
212,6,2781,125,3596,3415,2690,1,919,4197,3412,1,4180,1960,1262,3479
211,6,2,228,3596,3415,1512,1,1166,4197,3412,1,2,1960,2677,3479
211,6,2,228,3596,3415,1512,1,919,4197,3412,1,9,1960,260,3479
507,6,2781,212,3596,3415,2690,2,919,4197,3412,1,9,1960,1262,3479
507,6,2781,212,475,469,2690,1,919,4197,791,2,5,1960,260,107
507,6,2781,212,3596,3415,2690,2,2118,4197,791,1,9,1960,260,3479
443,6,219,186,3596,3415,1512,1,1166,4197,3412,2,3,1960,260,3479
297,6,2781,88,3596,3415,1512,1,919,4197,3412,1,4180,1960,2677,107
250,6,1,132,3596,3415,2690,1,919,4197,3412,1,9,1960,1262,107
348,6,2781,320,3596,3415,1512,4197,919,4197,3412,1,9,1960,1262,107
348,6,2781,320,3596,3415,1512,4197,919,4197,3412,1,5,1960,260,57
348,6,2781,320,3596,3415,1512,2,2118,4197,3412,1,4180,1960,260,57
348,6,2781,320,3596,3415,1512,2,2118,4197,3412,1,5,1960,260,57
348,6,2781,320,3596,3415,1512,1,919,4197,3412,1,9,1960,260,61
443,6,219,21,3596,3415,2690,4197,1166,4197,3412,1,9,1960,1262,107
348,6,2781,353,3596,3415,1512,1,919,4197,3412,1,9,1960,260,61
348,6,2781,320,3596,3415,1512,4197,919,4197,3412,1,3,1960,260,61
605,6,2781,202,3596,3415,1512,4197,1166,4197,3412,1,9,1960,1262,107
211,6,5,228,3596,179,1512,4197,2118,4197,791,1,4180,1960,2677,3479
211,6,5,228,3596,3415,1512,1,1166,4197,3412,1,3,1960,2677,3479
348,6,2781,320,3596,3415,1512,1,2118,4197,3412,1,4180,1960,260,250
348,6,2781,320,3596,3415,1512,2,919,4197,3412,2,9,1960,1262,107
348,6,2781,320,3596,3415,1512,4197,919,4197,3412,1,4180,1960,260,61
347,6,372,73,475,469,2690,1,919,4197,791,2,9,1960,2677,70
347,6,372,73,3596,3415,2690,1,919,4197,3412,1,9,1960,1262,3479
348,6,2781,320,3596,3415,1512,1,919,4197,3412,2,4180,1960,260,57
443,6,219,186,3596,3415,1,4197,919,4197,3412,1,9,1960,2677,3479
279,6,2781,137,3596,3415,1512,2,1166,4197,3412,1,9,1960,1262,107
211,6,5,228,3596,3415,1512,4197,1166,4197,3412,1,9,1960,2677,70
250,6,219,132,3596,3415,2690,2,919,4197,3412,1,5,1960,1262,3479
211,6,5,228,3596,3415,1512,2,919,4197,3412,1,9,1960,260,57
605,6,2781,231,3596,3415,1512,2,919,4197,3412,1,5,1960,260,250
26,6,2781,353,3596,3415,1512,1,919,4197,3412,1,9,1960,2677,3479
26,6,2781,353,3596,3415,1512,1,919,4197,3412,2,4180,1960,2677,12
348,6,2781,353,3596,3415,1512,2,2118,4197,3412,1,9,1960,260,12
348,6,2781,320,3596,3415,1512,1,919,4197,3412,1,9,1960,1262,107
605,6,2781,231,3596,3415,1512,2,1166,4197,3412,1,9,1960,260,250
211,6,4,228,475,469,1512,2,919,4197,791,2,9,1960,2677,12
211,6,4,228,3596,3415,1512,4197,1166,4197,3412,1,4180,1960,2677,70
348,6,2781,320,132,132,1512,2,919,4197,791,1,3,1960,2677,3479
279,6,2781,137,3596,3415,1512,4197,1166,4197,3412,2,5,1960,1262,107
279,6,2781,137,475,469,1512,4197,1166,4197,791,2,9,1960,2677,57
605,6,2781,84,3596,3415,1512,1,919,4197,3412,1,9,1960,1262,107
605,6,2781,231,3596,3415,1512,1,1166,4197,3412,1,2,1960,1262,107
279,6,2781,26,475,469,1512,4197,1166,4197,791,1,9,1960,2677,3479
279,6,2781,26,3596,3415,1512,4197,919,4197,3412,1,9,1960,2677,3479
605,6,2781,353,3596,3415,1512,4197,919,4197,3412,1,9,1960,260,250
605,6,2781,84,3596,3415,1512,4197,1166,4197,3412,1,5,1960,260,250
348,6,2781,320,3596,3415,1512,4197,919,4197,3412,1,4180,1960,260,12
348,6,2781,353,3596,3415,1512,1,919,4197,3412,1,3,1960,260,12
507,6,2781,96,3596,3415,2690,4197,2118,4197,3412,2,9,1960,1262,107
605,6,2781,353,3596,3415,1512,4197,1166,4197,3412,2,9,1960,260,250
605,6,2781,231,3596,3415,1512,4197,1166,4197,3412,1,9,1960,1262,107
605,6,2781,84,3596,3415,1512,1,1166,4197,3412,1,9,1960,260,250
279,6,2781,26,3596,3415,1512,4197,1166,4197,3412,2,3,1960,260,250
211,6,3,228,3596,3415,1512,2,1166,4197,3412,2,5,1960,260,70
279,6,2781,26,3596,3415,1512,4197,1166,4197,3412,1,9,1960,2677,57
605,6,2781,231,3596,3415,1512,4197,1166,4197,3412,1,9,1960,2677,107
605,6,2781,231,3596,3415,1512,2,1166,4197,3412,1,3,1960,2677,70
605,6,2781,353,3596,3415,1512,2,919,4197,3412,1,4180,1960,260,11
211,6,3,228,3596,3415,1512,4197,919,4197,3412,1,2,1960,2677,3479
507,6,2781,212,3596,3415,2690,1,1166,4197,3412,1,5,1960,1262,3479
507,6,2781,212,3596,3415,2690,1,919,4197,3412,1,9,1960,1262,3479
297,6,2781,20,3596,3415,1512,4197,1166,4197,3412,2,5,1960,2677,3479
605,6,2781,202,3596,3415,1512,2,2118,4197,3412,2,5,1960,1262,107
279,6,2781,137,3596,3415,1512,4197,2118,4197,3412,1,9,1960,1262,46
348,6,2781,353,3596,3415,1512,1,2118,4197,3412,1,5,1960,260,57
507,6,2781,212,3596,3415,2690,2,1166,4197,3412,1,9,1960,1262,3479
507,6,2781,212,3596,3415,2690,2,919,4197,3412,1,9,1960,1262,3479
507,6,2781,212,3596,3415,2690,4197,1166,4197,3412,1,9,1960,1262,70
507,6,2781,212,3596,3415,2690,1,1166,4197,3412,2,9,1960,1262,3479
211,6,3,228,3596,3415,1512,4197,919,4197,3412,1,5,1960,2677,3479
297,6,2781,88,3596,3415,1512,4197,1166,4197,3412,1,4180,1960,260,39
279,6,2781,26,3596,3415,1512,1,919,4197,3412,1,5,1960,1262,46
279,6,2781,26,3596,3415,1512,2,1166,4197,3412,2,5,1960,260,250
605,6,2781,202,3596,3415,1512,1,919,4197,3412,2,2,1960,260,250
279,6,2781,137,3596,3415,1512,1,2118,4197,3412,2,5,1960,260,250
605,6,2781,353,3596,3415,1512,1,1166,4197,3412,2,4180,1960,260,250
279,6,2781,137,3596,3415,1512,1,919,4197,3412,2,9,1960,1262,46
279,6,2781,137,3596,3415,1512,4197,919,4197,3412,1,3,1960,1262,107
605,6,2781,353,3596,3415,1512,1,1166,4197,3412,2,5,1960,260,250
348,6,2781,353,3596,3415,1512,1,919,4197,3412,2,4180,1960,260,57
348,6,2781,320,3596,3415,1512,2,919,4197,3412,2,9,1960,260,61
348,6,2781,320,3596,3415,1512,1,919,4197,3412,1,4180,1960,260,57
605,6,2781,202,3596,3415,1512,4197,1166,4197,3412,1,4180,1960,260,250
347,6,12,2,3596,3415,2690,2,1166,4197,3412,1,5,1960,1262,107
26,6,2781,353,475,469,1512,4197,919,4197,791,1,5,1960,2677,57
26,6,2781,353,3596,3415,1512,4197,919,4197,3412,1,9,1960,2677,70
279,6,2781,137,3596,3415,1512,2,919,4197,3412,1,9,1960,260,250
443,6,219,186,3596,3415,1512,4197,919,4197,3412,2,3,1960,260,3479
297,6,2781,20,3596,3415,1512,4197,919,4197,3412,1,2,1960,2677,70
