ITEM_NO,NUMBER_INT,ZZ_PP,ZZ_ZJXH,ZZ_DZ,ZZ_GCZX,ZZ_GCBH,ZZ_CZYQ,CATEGORY_ID,QUANTITY,UNIT,DELIV_DATE,ZZ_EXTWG,ZZ_EWBEZ
2010,2010,42071,471,9752,5,1318,21,308,42305,8960,3136,9776,9776
4155,4155,42071,3158,9752,37167,16,42265,24,42305,8960,1,9776,9776
4155,4155,42071,36,9752,74,74,21,3598,42305,8960,217,9776,9776
2932,2932,42071,389,9752,74,74,21,3598,42305,8960,217,9776,9776
2373,2373,42071,3158,9752,74,74,21,3598,42305,8960,217,9776,9776
2010,2010,42071,3158,9752,74,74,21,3598,42305,8960,217,9776,9776
1724,1724,42071,26183,9752,74,74,42265,3598,42305,8960,217,9776,9776
1529,1529,42071,31,9752,74,74,21,3598,42305,8960,217,9776,9776
4155,4155,42071,471,9752,74,74,3,3598,42305,8960,217,9776,9776
2932,2932,42071,194,9752,74,74,21,3598,42305,8960,217,9776,9776
2373,2373,42071,215,9752,74,74,21,3598,42305,8960,217,9776,9776
2010,2010,3,1,9752,74,74,3,3598,42305,8960,217,9776,9776
1724,1724,42071,471,9752,74,74,42265,3598,42305,8960,217,9776,9776
1529,1529,42071,269,9752,74,74,42265,3598,42305,8960,217,9776,9776
4155,4155,42071,3158,9752,74,74,42265,3598,42305,8960,304,9776,9776
2932,2932,42071,3158,9752,74,74,21,3598,42305,8960,304,9776,9776
2373,2373,42071,92,9752,74,74,42265,3598,42305,8960,304,9776,9776
462,462,42071,195,9752,28,1318,42265,54,42305,8960,3136,9776,9776
439,439,42071,795,9752,28,1318,21,54,42305,8960,3136,9776,9776
416,416,42071,65,9752,28,1318,21,54,42305,8960,3136,9776,9776
396,396,42071,7,9752,28,1318,21,54,42305,8960,3136,9776,9776
379,379,42071,33,9752,28,1318,21,54,42305,8960,3136,9776,9776
368,368,42071,79,9752,28,1318,21,54,42305,8960,3136,9776,9776
355,355,42071,119,9752,28,1318,42265,54,42305,8960,3136,9776,9776
339,339,42071,3158,9752,28,1318,42265,54,42305,8960,3136,9776,9776
323,323,42071,26183,9752,28,1318,42265,54,42305,8960,3136,9776,9776
312,312,42071,3158,9752,28,1318,21,54,42305,8960,3136,9776,9776
290,290,42071,327,9752,28,1318,21,54,42305,8960,3136,9776,9776
287,287,42071,3158,9752,22,529,42265,54,42305,234,3136,9776,9776
273,273,42071,42,9752,22,529,42265,54,42305,686,3136,9776,9776
261,261,42071,471,9752,22,529,3,54,42305,686,3136,9776,9776
250,250,42071,327,9752,22,529,42265,54,42305,686,3136,9776,9776
231,231,42071,229,9752,22,529,21,54,42305,234,3136,9776,9776
215,215,42071,94,9752,22,529,3,54,42305,234,3136,9776,9776
212,212,42071,3158,9752,22,529,21,54,42305,234,3136,9776,9776
207,207,42071,471,9752,22,529,21,54,42305,234,3136,9776,9776
197,197,42071,3158,9752,22,529,21,54,42305,234,3136,9776,9776
191,191,42071,795,9752,22,529,42265,54,42305,8960,3136,9776,9776
186,186,42071,2,9752,22,529,21,54,42305,8960,3136,9776,9776
4155,4155,42071,21,9752,37167,1318,21,117,42305,894,39,9776,9776
2932,2932,42071,3158,9752,23,1318,21,117,42305,894,39,9776,9776
2373,2373,42071,79,9752,1,343,42265,117,42305,894,39,9776,9776
2010,2010,42071,53,9752,37,410,21,117,42305,894,39,9776,9776
1724,1724,2,3158,9752,133,1318,42265,117,42305,894,39,9776,9776
1529,1529,42071,3158,9752,37167,335,42265,117,42305,894,39,9776,9776
1356,1356,42071,19,9752,1,32,42265,117,42305,894,39,9776,9776
22,22,42071,3158,9752,7,335,42265,685,42305,680,5834,9776,9776
22,22,42071,17,9752,37167,529,42265,685,42305,680,5834,9776,9776
22,22,42071,3158,9752,64,1,21,685,42305,680,5834,9776,9776
22,22,42071,11,9752,37167,403,42265,685,42305,680,5834,9776,9776
21,21,42071,92,9752,37167,27,21,685,42305,680,5834,9776,9776
21,21,42071,47,9752,190,35202,42265,685,42305,680,5834,9776,9776
21,21,42071,3158,9752,213,70,21,685,42305,680,5834,9776,9776
20,20,42071,16,9752,28,1318,42265,685,42305,680,5834,9776,9776
20,20,42071,3158,9752,1,529,42265,685,42305,680,5834,9776,9776
20,20,42071,3,9752,37167,16,21,685,42305,680,5834,9776,9776
20,20,42071,82,9752,133,343,42265,685,42305,680,5834,9776,9776
20,20,42071,195,9752,44,335,21,685,42305,680,5834,9776,9776
20,20,42071,14,9752,190,34,21,685,42305,680,5834,9776,9776
4155,4155,4,2,9752,4,76,42265,62,42305,8960,55,9776,9776
4155,4155,4,2,9752,1,76,21,62,42305,8960,55,9776,9776
4155,4155,42071,7,9752,190,335,21,214,42305,8960,49,9776,9776
2932,2932,42071,3158,9752,190,335,42265,214,42305,8960,49,9776,9776
4155,4155,42071,1,9752,40,1,42265,3237,42305,8960,304,9776,9776
4155,4155,42071,150,32553,4,35202,21,106,42305,894,588,32529,32529
2932,2932,42071,229,32553,10,1,21,106,42305,894,588,32529,32529
2373,2373,42071,229,32553,37167,335,42265,106,42305,894,588,32529,32529
2010,2010,42071,471,32553,37167,79,21,106,42305,894,588,32529,32529
1724,1724,42071,50,32553,37167,71,21,106,42305,894,588,32529,32529
1529,1529,42071,20,32553,1,11,42265,106,42305,894,588,32529,32529
1356,1356,42071,269,32553,34,2,21,106,42305,894,588,32529,32529
1184,1184,42071,156,32553,37167,335,21,106,42305,894,588,32529,32529
1077,1077,42071,3158,32553,14,305,42265,106,42305,894,588,32529,32529
994,994,42071,389,32553,37167,1318,21,10,42305,894,588,32529,32529
908,908,42071,1,32553,23,1,21,106,42305,894,588,32529,32529
186,186,2,73,9752,190,335,3,304,42305,8960,304,9776,9776
180,180,42071,95,9752,190,335,21,304,42305,8960,304,9776,9776
176,176,42071,3158,9752,190,335,21,304,42305,8960,304,9776,9776
174,174,42071,143,9752,190,335,21,304,42305,8960,304,9776,9776
163,163,42071,195,9752,190,335,21,304,42305,8960,304,9776,9776
154,154,42071,52,9752,190,335,21,304,42305,8960,304,9776,9776
151,151,42071,3158,9752,190,335,21,304,42305,8960,304,9776,9776
146,146,4,53,9752,190,335,42265,304,42305,8960,304,9776,9776
141,141,42071,795,9752,190,335,21,304,42305,8960,304,9776,9776
4155,4155,42071,26183,9752,190,335,42265,304,42305,8960,3136,9776,9776
2932,2932,42071,6,9752,190,335,42265,304,42305,8960,3136,9776,9776
2373,2373,42071,18,9752,190,335,3,31,42305,8960,3136,9776,9776
2010,2010,42071,18,9752,190,335,42265,31,42305,8960,3136,9776,9776
1724,1724,42071,3158,9752,190,335,3,304,42305,8960,3136,9776,9776
1529,1529,42071,26183,9752,190,335,21,304,42305,8960,3136,9776,9776
1356,1356,3,81,9752,190,335,21,304,42305,8960,3136,9776,9776
4155,4155,42071,71,9752,190,335,3,16,42305,8960,304,9776,9776
2932,2932,42071,3158,9752,190,335,42265,16,42305,8960,304,9776,9776
2373,2373,42071,2,9752,190,335,21,16,42305,8960,304,9776,9776
2010,2010,42071,11,9752,190,335,21,304,42305,8960,304,9776,9776
1724,1724,42071,11,9752,190,335,3,304,42305,8960,304,9776,9776
1529,1529,42071,795,9752,190,335,21,31,42305,8960,304,9776,9776
1356,1356,42071,3158,9752,190,335,42265,304,42305,8960,304,9776,9776
1184,1184,42071,4,9752,190,335,42265,304,42305,8960,304,9776,9776
1077,1077,42071,70,9752,190,335,21,304,42305,8960,304,9776,9776
994,994,42071,389,9752,190,335,42265,304,42305,8960,304,9776,9776
4155,4155,42071,4,32553,81,74,42265,548,42305,2068,5834,32529,32529
2932,2932,42071,4,32553,213,2,21,548,42305,19723,5834,32529,32529
2373,2373,42071,4,32553,18,403,21,548,42305,2068,5834,32529,32529
2010,2010,42071,4,32553,101,1,21,548,42305,19723,5834,32529,32529
4155,4155,42071,3158,9752,14,1318,21,3598,42305,8960,304,9776,9776
2932,2932,42071,3158,9752,14,1318,21,3598,42305,8960,304,9776,9776
2373,2373,42071,32,9752,14,1318,21,3598,42305,8960,304,9776,9776
2010,2010,4,92,9752,14,1318,42265,3598,42305,8960,304,9776,9776
1724,1724,42071,3158,9752,14,1318,42265,3598,42305,8960,304,9776,9776
1529,1529,42071,133,9752,14,1318,42265,3598,42305,8960,304,9776,9776
1356,1356,42071,2,9752,14,1318,21,3598,42305,8960,304,9776,9776
2010,2010,42071,269,9752,74,74,21,3598,42305,8960,304,9776,9776
1724,1724,42071,21,9752,74,74,42265,3598,42305,8960,304,9776,9776
1529,1529,42071,54,9752,74,74,42265,3598,42305,8960,304,9776,9776
1356,1356,42071,471,9752,74,74,42265,3598,42305,8960,304,9776,9776
1184,1184,42071,327,9752,74,74,21,3598,42305,8960,304,9776,9776
1077,1077,42071,54,9752,74,74,42265,3598,42305,8960,304,9776,9776
4155,4155,42071,81,9752,37167,2,42265,53,42305,8960,3136,9776,9776
2932,2932,42071,71,9752,37167,2,21,53,42305,8960,3136,9776,9776
2373,2373,42071,269,9752,20,1,42265,53,42305,8960,3136,9776,9776
4155,4155,42071,3158,9752,36,3,42265,3,42305,8960,3136,9776,9776
4155,4155,42071,26183,9752,213,2,42265,12,42305,8960,3136,9776,9776
4155,4155,42071,143,9752,229,2,21,3598,42305,8960,217,9776,9776
4155,4155,42071,156,9752,229,2,42265,3598,42305,8960,217,9776,9776
4155,4155,42071,795,9752,3,76,21,3598,42305,8960,85,9776,9776
4155,4155,42071,3158,9752,3,76,42265,3598,42305,925,85,9776,9776
2932,2932,42071,3158,9752,21,529,21,3598,42305,925,85,9776,9776
4155,4155,42071,8,9752,3,76,42265,3598,42305,8960,85,9776,9776
1184,1184,42071,269,9752,17,1318,21,117,42305,894,39,9776,9776
1077,1077,42071,3158,9752,37167,1,42265,117,42305,894,39,9776,9776
994,994,42071,143,9752,11,529,21,117,42305,894,39,9776,9776
908,908,42071,229,9752,13,403,21,117,42305,894,39,9776,9776
843,843,42071,1,9752,34,35,21,117,42305,894,39,9776,9776
764,764,42071,327,9752,5,529,42265,117,42305,894,39,9776,9776
715,715,42071,53,9752,34,1,21,117,42305,894,39,9776,9776
658,658,42071,3158,9752,30,73,21,117,42305,894,39,9776,9776
616,616,42071,28,9752,37167,529,21,117,42305,894,39,9776,9776
575,575,42071,3158,9752,101,1,21,117,42305,894,39,9776,9776
529,529,42071,23,9752,37167,71,21,117,42305,894,39,9776,9776
503,503,42071,471,9752,21,3,21,117,42305,894,39,9776,9776
484,484,42071,3158,9752,37167,27,21,117,42305,894,39,9776,9776
462,462,42071,69,9752,12,1318,3,13,42305,894,39,9776,9776
439,439,42071,77,9752,4,1318,21,13,42305,894,39,9776,9776
416,416,42071,3158,9752,22,1318,42265,13,42305,894,39,9776,9776
396,396,42071,195,9752,25,403,42265,13,42305,894,39,9776,9776
379,379,42071,8,9752,38,403,21,13,42305,894,39,9776,9776
368,368,42071,1,9752,74,73,21,13,42305,894,39,9776,9776
355,355,2,215,9752,37167,217,21,13,42305,894,39,9776,9776
339,339,42071,77,9752,28,1318,21,13,42305,894,39,9776,9776
323,323,42071,215,9752,37167,335,42265,13,42305,894,39,9776,9776
4155,4155,42071,120,9752,2,104,21,172,42305,2068,30,9776,9776
4155,4155,42071,8,32553,101,4,42265,14,42305,894,588,32529,32529
4155,4155,42071,133,9752,2,19,21,308,42305,8960,3136,9776,9776
2932,2932,42071,123,9752,2,19,21,308,42305,8960,3136,9776,9776
4155,4155,42071,53,9752,2,1318,3,308,42305,8960,3136,9776,9776
2932,2932,42071,26183,9752,2,1318,21,308,42305,8960,3136,9776,9776
4155,4155,42071,82,9752,78,396,42265,308,42305,8960,3136,9776,9776
4155,4155,42071,3,9752,12,73,21,3,42305,8960,3136,9776,9776
2932,2932,42071,79,9752,12,73,42265,48,42305,8960,3136,9776,9776
4155,4155,42071,2,9752,12,73,21,3,42305,8960,3136,9776,9776
2932,2932,42071,81,9752,12,73,21,48,42305,8960,3136,9776,9776
4155,4155,42071,8,32553,133,305,21,117,42305,894,4,32529,32529
4155,4155,42071,23,9752,8,396,21,132,42305,8960,3136,9776,9776
2373,2373,42071,4,9752,21,529,3,132,42305,8960,3136,9776,9776
4155,4155,42071,11,9752,8,396,42265,132,42305,8960,3136,9776,9776
2373,2373,42071,195,9752,21,529,21,132,42305,8960,3136,9776,9776
4155,4155,42071,34,9752,7,1,42265,1,42305,8960,3136,9776,9776
4155,4155,42071,244,9752,190,2,21,8,42305,8960,304,9776,9776
1529,1529,42071,52,9752,74,74,21,3598,42305,8960,304,9776,9776
1356,1356,42071,18,9752,74,74,42265,3598,42305,8960,304,9776,9776
1184,1184,42071,25,9752,74,74,42265,3598,42305,8960,304,9776,9776
1077,1077,42071,215,9752,74,74,42265,3598,42305,8960,304,9776,9776
4155,4155,42071,19,9752,74,74,42265,3598,42305,8960,304,9776,9776
2932,2932,42071,471,9752,74,74,42265,3598,42305,8960,304,9776,9776
2373,2373,42071,33,9752,74,74,42265,3598,42305,8960,304,9776,9776
2010,2010,42071,39,9752,74,74,21,3598,42305,8960,304,9776,9776
1724,1724,42071,53,9752,74,74,42265,3598,42305,8960,304,9776,9776
1529,1529,42071,59,9752,74,74,42265,3598,42305,8960,304,9776,9776
1356,1356,42071,26183,9752,74,74,42265,3598,42305,8960,304,9776,9776
1184,1184,42071,3,9752,74,74,42265,3598,42305,8960,304,9776,9776
1077,1077,42071,73,9752,74,74,21,3598,42305,8960,304,9776,9776
4155,4155,42071,4,9752,9,1318,21,3598,42305,8960,49,9776,9776
2932,2932,42071,73,9752,11,1318,21,3598,42305,8960,49,9776,9776
2373,2373,42071,14,9752,37,1318,21,3598,42305,8960,49,9776,9776
4155,4155,42071,26183,9752,9,1318,42265,3598,42305,8960,49,9776,9776
2932,2932,42071,3158,9752,11,1318,42265,3598,42305,8960,49,9776,9776
2373,2373,42071,59,9752,37,1318,42265,3598,42305,8960,49,9776,9776
908,908,42071,92,9752,190,335,21,304,42305,8960,304,9776,9776
843,843,42071,3158,9752,190,335,42265,304,42305,8960,304,9776,9776
764,764,42071,3158,9752,190,335,21,304,42305,8960,304,9776,9776
715,715,42071,81,9752,190,335,42265,31,42305,8960,304,9776,9776
658,658,42071,4,9752,190,335,21,304,42305,8960,304,9776,9776
616,616,42071,3158,9752,190,335,42265,304,42305,8960,304,9776,9776
575,575,42071,795,9752,190,335,42265,304,42305,8960,304,9776,9776
529,529,42071,79,9752,190,335,21,304,42305,8960,304,9776,9776
503,503,42071,44,9752,190,335,42265,304,42305,8960,304,9776,9776
484,484,42071,327,9752,190,335,21,304,42305,8960,304,9776,9776
462,462,42071,4,9752,190,335,42265,304,42305,8960,304,9776,9776
439,439,42071,8,9752,190,335,21,304,42305,8960,304,9776,9776
416,416,42071,10,9752,190,335,42265,304,42305,8960,304,9776,9776
396,396,42071,795,9752,190,335,21,304,42305,8960,304,9776,9776
379,379,42071,73,9752,190,335,21,31,42305,8960,304,9776,9776
368,368,42071,389,9752,190,335,21,304,42305,8960,304,9776,9776
355,355,42071,52,9752,190,335,42265,304,42305,8960,304,9776,9776
339,339,42071,14,9752,190,335,21,304,42305,8960,304,9776,9776
323,323,42071,3158,9752,190,335,21,304,42305,8960,304,9776,9776
312,312,42071,13,9752,190,335,42265,304,42305,8960,304,9776,9776
290,290,42071,47,9752,190,335,42265,304,42305,8960,304,9776,9776
287,287,4,50,9752,190,335,21,304,42305,8960,304,9776,9776
273,273,42071,15,9752,190,335,21,304,42305,8960,304,9776,9776
261,261,42071,36,9752,190,335,42265,304,42305,8960,304,9776,9776
250,250,42071,8,9752,190,335,42265,304,42305,8960,304,9776,9776
231,231,42071,3158,9752,190,335,21,304,42305,8960,304,9776,9776
4155,4155,42071,3158,32553,1,217,42265,26,42305,894,5834,32529,32529
2932,2932,42071,2,32553,37,1318,21,26,42305,894,5834,32529,32529
4155,4155,42071,3158,9752,1,76,42265,3598,42305,8960,85,9776,9776
4155,4155,42071,269,9752,13,1318,42265,3598,42305,8960,105,9776,9776
4155,4155,42071,194,9752,16,23,21,3598,42305,19723,321,9776,9776
2932,2932,42071,15,9752,16,23,42265,3598,42305,19723,321,9776,9776
2373,2373,42071,389,9752,16,23,21,3598,42305,19723,321,9776,9776
2010,2010,42071,109,9752,16,23,42265,3598,42305,19723,321,9776,9776
1724,1724,42071,3,9752,16,23,42265,3598,42305,19723,321,9776,9776
1529,1529,42071,229,9752,16,23,21,3598,42305,19723,321,9776,9776
1356,1356,42071,244,9752,16,23,21,3598,42305,19723,321,9776,9776
1184,1184,4,3158,9752,16,23,21,3598,42305,19723,321,9776,9776
1077,1077,42071,8,9752,16,23,21,3598,42305,19723,321,9776,9776
994,994,42071,34,9752,16,23,21,3598,42305,19723,321,9776,9776
908,908,42071,19,9752,16,23,21,3598,42305,19723,321,9776,9776
843,843,42071,59,9752,16,23,21,3598,42305,19723,321,9776,9776
764,764,42071,3158,9752,16,23,42265,3598,42305,19723,321,9776,9776
4155,4155,42071,150,9752,12,529,21,3598,42305,8960,321,9776,9776
2932,2932,42071,3158,9752,11,19,21,3598,42305,8960,12,9776,9776
4155,4155,42071,795,9752,44,1318,21,3598,42305,8960,39,9776,9776
2932,2932,42071,79,9752,44,1318,42265,3598,42305,8960,39,9776,9776
2373,2373,42071,471,9752,3,529,21,3598,42305,8960,39,9776,9776
4155,4155,42071,2,9752,44,1318,42265,3598,42305,8960,39,9776,9776
2932,2932,42071,795,9752,44,1318,3,3598,42305,8960,39,9776,9776
2373,2373,4,30,9752,3,529,21,3598,42305,8960,39,9776,9776
4155,4155,42071,3158,9752,3,76,21,3598,42305,8960,39,9776,9776
2932,2932,42071,64,9752,3,76,42265,3598,42305,8960,39,9776,9776
2373,2373,42071,3158,9752,3,76,42265,3598,42305,8960,39,9776,9776
4155,4155,42071,15,9752,11,403,21,3598,42305,8960,112,9776,9776
2932,2932,42071,16,9752,78,396,21,308,42305,8960,3136,9776,9776
4155,4155,7,34,9752,4,1,21,45,42305,8960,105,9776,9776
4155,4155,1,5,9752,37167,1,21,453,42305,8960,217,9776,9776
4155,4155,5,2,9752,12,2,21,19,42305,8960,118,9776,9776
4155,4155,5,2,9752,6,2,21,19,42305,8960,118,9776,9776
4155,4155,42071,79,9752,37167,73,21,13,42305,8960,3136,9776,9776
2932,2932,42071,795,9752,6,73,21,13,42305,8960,3136,9776,9776
2373,2373,42071,79,9752,37167,73,21,13,42305,8960,3136,9776,9776
2010,2010,42071,34,9752,37167,73,21,13,42305,8960,3136,9776,9776
4155,4155,42071,8,9752,11,529,21,308,42305,8960,3136,9776,9776
4155,4155,42071,4,9752,37167,1,21,1,42305,8960,3136,9776,9776
4155,4155,42071,795,9752,34,1,42265,308,42305,8960,3136,9776,9776
2932,2932,42071,3158,9752,7,1,3,308,42305,8960,3136,9776,9776
2373,2373,42071,3158,9752,2,1,42265,308,42305,8960,3136,9776,9776
2010,2010,42071,18,9752,37167,1,21,308,42305,8960,3136,9776,9776
1724,1724,42071,3158,9752,1,30,42265,308,42305,8960,3136,9776,9776
1529,1529,42071,150,9752,1,335,42265,308,42305,8960,3136,9776,9776
4155,4155,42071,14,9752,17,1,3,20,42305,8960,14,9776,9776
4155,4155,42071,34,9752,37167,2,21,99,42305,8960,16,9776,9776
2932,2932,42071,244,9752,213,2,21,99,42305,8960,16,9776,9776
4155,4155,42071,795,9752,133,1318,21,87,42305,8960,177,9776,9776
2932,2932,42071,3158,9752,133,1318,42265,87,42305,8960,177,9776,9776
2373,2373,42071,33,9752,133,1318,42265,87,42305,8960,177,9776,9776
2010,2010,42071,3158,9752,133,1318,3,87,42305,8960,177,9776,9776
1724,1724,42071,35,9752,133,1318,42265,286,42305,8960,177,9776,9776
1529,1529,42071,53,9752,133,1318,21,286,42305,8960,177,9776,9776
1356,1356,42071,77,9752,133,1318,21,286,42305,8960,177,9776,9776
1184,1184,42071,23,9752,133,1318,21,286,42305,8960,177,9776,9776
1077,1077,42071,26183,9752,133,1318,21,286,42305,8960,177,9776,9776
4155,4155,42071,471,9752,37,1318,21,3598,42305,8960,39,9776,9776
4155,4155,42071,3,9752,22,1318,21,3598,42305,8960,14,9776,9776
2932,2932,42071,244,9752,22,1318,21,3598,42305,8960,14,9776,9776
2373,2373,42071,73,9752,22,1318,3,3598,42305,8960,14,9776,9776
4155,4155,42071,215,9752,5,1,21,31,42305,8960,304,9776,9776
2932,2932,42071,150,9752,3,1,3,31,42305,8960,304,9776,9776
4155,4155,42071,229,9752,229,1,21,3598,42305,8960,588,9776,9776
2932,2932,42071,81,9752,229,1,21,3598,42305,8960,588,9776,9776
4155,4155,42071,215,9752,13,1318,21,3598,42305,8960,16,9776,9776
2932,2932,42071,8,9752,24,1318,21,3598,42305,8960,16,9776,9776
2373,2373,42071,3,9752,24,1318,3,3598,42305,8960,16,9776,9776
4155,4155,42071,1,9752,229,2,42265,18,42305,8960,321,9776,9776
4155,4155,42071,327,9752,3,2,21,7,42305,8960,3136,9776,9776
2932,2932,42071,3158,9752,16,2,21,7,42305,8960,3136,9776,9776
4155,4155,42071,20,9752,3,76,21,21,42305,8960,3136,9776,9776
2932,2932,42071,11,9752,3,76,21,21,42305,8960,3136,9776,9776
2373,2373,42071,327,9752,3,76,21,21,42305,8960,3136,9776,9776
4155,4155,42071,13,9752,37167,1,21,308,42305,8960,3136,9776,9776
2932,2932,42071,25,9752,14,1,42265,308,42305,8960,3136,9776,9776
2373,2373,42071,15,9752,34,1,21,308,42305,8960,3136,9776,9776
2010,2010,42071,14,9752,37167,1,21,308,42305,8960,3136,9776,9776
1724,1724,42071,8,9752,64,1,21,308,42305,8960,3136,9776,9776
1529,1529,42071,3158,9752,213,1,21,308,42305,8960,3136,9776,9776
1356,1356,42071,194,9752,37167,1,42265,308,42305,8960,3136,9776,9776
1184,1184,42071,3158,9752,37167,1,42265,308,42305,8960,3136,9776,9776
1077,1077,42071,82,9752,2,1,42265,308,42305,8960,3136,9776,9776
994,994,42071,42,9752,37167,1,21,308,42305,8960,3136,9776,9776
908,908,42071,150,9752,7,1,42265,308,42305,8960,3136,9776,9776
843,843,42071,3158,9752,37167,1,21,308,42305,8960,3136,9776,9776
215,215,42071,53,9752,190,335,21,304,42305,8960,304,9776,9776
212,212,42071,3158,9752,190,335,42265,304,42305,8960,304,9776,9776
207,207,42071,3158,9752,190,335,3,304,42305,8960,304,9776,9776
197,197,42071,3158,9752,190,335,42265,304,42305,8960,304,9776,9776
191,191,42071,3158,9752,190,335,21,304,42305,8960,304,9776,9776
186,186,42071,53,9752,190,335,21,304,42305,8960,304,9776,9776
180,180,42071,471,9752,190,335,21,304,42305,8960,304,9776,9776
176,176,42071,3158,9752,190,335,21,304,42305,8960,304,9776,9776
174,174,42071,70,9752,190,335,42265,304,42305,8960,304,9776,9776
163,163,42071,3158,9752,190,335,42265,304,42305,8960,304,9776,9776
154,154,42071,471,9752,190,335,3,304,42305,8960,304,9776,9776
151,151,42071,143,9752,190,335,42265,304,42305,8960,304,9776,9776
146,146,1,3158,9752,190,335,21,304,42305,8960,304,9776,9776
141,141,42071,795,9752,190,335,21,304,42305,8960,304,9776,9776
4155,4155,42071,244,9752,37167,403,21,23,42305,388,18,9776,9776
4155,4155,42071,34,9752,7,403,21,23,42305,388,18,9776,9776
4155,4155,42071,2,9752,2,335,21,214,42305,8960,8,9776,9776
2932,2932,42071,4,9752,6,335,21,214,42305,8960,8,9776,9776
2373,2373,42071,92,9752,6,335,21,214,42305,8960,8,9776,9776
4155,4155,42071,3,9752,5,30,21,709,42305,8960,304,9776,9776
4155,4155,42071,3158,9752,101,1,21,37,42305,8960,304,9776,9776
2932,2932,42071,77,9752,6,1,21,37,42305,8960,304,9776,9776
2373,2373,42071,3158,9752,6,1,21,37,42305,8960,304,9776,9776
2010,2010,42071,2,9752,190,1,21,37,42305,8960,304,9776,9776
1724,1724,42071,215,9752,4,1,21,37,42305,8960,304,9776,9776
4155,4155,42071,11,9752,42,55,21,87,42305,8960,321,9776,9776
4155,4155,42071,269,9752,213,2,21,99,42305,8960,16,9776,9776
2932,2932,42071,32,9752,1,2,3,99,42305,8960,16,9776,9776
4155,4155,42071,195,9752,2,1318,42265,3598,42305,8960,39,9776,9776
2932,2932,42071,244,9752,2,1318,21,3598,42305,8960,39,9776,9776
2373,2373,42071,3158,9752,2,1318,21,3598,42305,8960,39,9776,9776
2010,2010,42071,471,9752,2,1318,42265,3598,42305,8960,39,9776,9776
4155,4155,42071,3158,9752,4,335,21,3598,42305,8960,217,9776,9776
4155,4155,42071,471,9752,4,335,21,3598,42305,8960,321,9776,9776
4155,4155,42071,194,9752,5,396,21,3598,42305,8960,112,9776,9776
4155,4155,42071,14,9752,1,335,42265,3598,42305,8960,39,9776,9776
4155,4155,42071,229,9752,8,1318,21,3598,42305,8960,304,9776,9776
2932,2932,42071,327,9752,23,1318,21,3598,42305,8960,304,9776,9776
2373,2373,42071,13,9752,16,403,42265,3598,42305,8960,304,9776,9776
2010,2010,42071,1,9752,4,335,42265,3598,42305,8960,304,9776,9776
1724,1724,42071,3,9752,2,335,21,3598,42305,8960,304,9776,9776
4155,4155,42071,269,9752,37,1318,42265,3598,42305,8960,39,9776,9776
4155,4155,42071,795,9752,11,1318,42265,3598,42305,8960,85,9776,9776
2932,2932,42071,3158,9752,11,1318,42265,3598,42305,8960,85,9776,9776
2373,2373,2,34,9752,11,1318,42265,3598,42305,8960,85,9776,9776
2010,2010,42071,471,9752,11,1318,21,3598,42305,8960,85,9776,9776
4155,4155,42071,244,9752,9,1318,21,3598,42305,8960,49,9776,9776
2932,2932,42071,52,9752,11,1318,21,3598,42305,8960,49,9776,9776
2373,2373,42071,118,9752,37,1318,42265,3598,42305,8960,49,9776,9776
4155,4155,42071,3158,9752,5,1318,21,3598,42305,8960,49,9776,9776
2932,2932,42071,77,9752,5,1318,42265,3598,42305,8960,49,9776,9776
2373,2373,42071,3158,9752,5,1318,42265,3598,42305,8960,49,9776,9776
2010,2010,42071,3158,9752,37,1318,42265,3598,42305,8960,49,9776,9776
1724,1724,4,795,9752,37,1318,42265,3598,42305,8960,49,9776,9776
1529,1529,42071,3158,9752,1,1318,42265,3598,42305,8960,49,9776,9776
1356,1356,42071,389,9752,23,1318,21,3598,42305,8960,49,9776,9776
994,994,42071,8,9752,133,1318,3,286,42305,8960,177,9776,9776
908,908,42071,3158,9752,133,1318,3,286,42305,8960,177,9776,9776
843,843,42071,3158,9752,133,1318,42265,286,42305,8960,177,9776,9776
764,764,42071,45,9752,133,1318,42265,286,42305,8960,177,9776,9776
715,715,42071,389,9752,133,1318,21,286,42305,8960,177,9776,9776
658,658,42071,42,9752,133,1318,21,286,42305,8960,177,9776,9776
616,616,42071,119,9752,133,1318,21,286,42305,8960,177,9776,9776
575,575,42071,118,9752,133,1318,21,286,42305,8960,177,9776,9776
529,529,42071,1,9752,133,1318,21,286,42305,8960,177,9776,9776
503,503,42071,24,9752,133,1318,21,286,42305,8960,177,9776,9776
484,484,42071,3158,9752,133,1318,21,286,42305,8960,177,9776,9776
462,462,42071,795,9752,133,1318,21,286,42305,8960,177,9776,9776
439,439,42071,26183,9752,101,1318,21,87,42305,8960,177,9776,9776
416,416,42071,244,9752,101,1318,3,87,42305,8960,177,9776,9776
396,396,42071,27,9752,101,1318,42265,87,42305,8960,177,9776,9776
379,379,42071,389,9752,101,1318,21,87,42305,8960,177,9776,9776
368,368,42071,69,9752,101,1318,42265,286,42305,8960,177,9776,9776
355,355,42071,3158,9752,101,1318,21,286,42305,8960,177,9776,9776
339,339,42071,1,9752,101,1318,42265,286,42305,8960,177,9776,9776
323,323,42071,8,9752,101,1318,21,286,42305,8960,177,9776,9776
312,312,42071,327,9752,101,1318,21,286,42305,8960,177,9776,9776
290,290,4,3158,9752,101,1318,21,286,42305,8960,177,9776,9776
