ITEM_NO,NUMBER_INT,ZZ_PP,ZZ_ZJXH,ZZ_DZ,ZZ_GCZX,ZZ_GCBH,ZZ_CZYQ,CATEGORY_ID,QUANTITY,UNIT,DELIV_DATE,ZZ_EXTWG,ZZ_EWBEZ
4155,4155,42071,14,9752,1,1,21,8,42305,8960,3136,9776,9776
4155,4155,3,10,9752,37167,2,21,88,42305,8960,50,9776,9776
2932,2932,42071,10,9752,37167,2,42265,88,42305,8960,50,9776,9776
1529,1529,42071,1,9752,6,305,42265,88,42305,2068,4,9776,9776
1356,1356,42071,3158,9752,11,35202,21,217,42305,19723,3136,9776,9776
1184,1184,42071,4,9752,4,35202,3,217,42305,19723,3136,9776,9776
1077,1077,42071,3158,9752,37167,2,42265,8,42305,2068,3136,9776,9776
994,994,4,3158,9752,37167,217,42265,88,42305,8960,4,9776,9776
4155,4155,42071,795,9752,28,529,42265,87,42305,8960,3136,9776,9776
2932,2932,42071,50,9752,28,529,42265,19,42305,8960,3136,9776,9776
4155,4155,42071,2,9752,28,529,42265,87,42305,8960,3136,9776,9776
4155,4155,42071,3158,9752,1,529,42265,54,42305,8960,3136,9776,9776
2373,2373,42071,39,9752,4,2,3,13,42305,686,34,9776,9776
2010,2010,42071,229,9752,5,335,42265,25,42305,686,34,9776,9776
4155,4155,42071,215,9752,8,1318,42265,97,42305,19723,34,9776,9776
2932,2932,42071,123,9752,1,1318,21,130,42305,19723,34,9776,9776
2373,2373,42071,72,9752,213,217,21,97,42305,19723,34,9776,9776
4155,4155,42071,3158,9752,11,529,21,38,42305,19723,34,9776,9776
2932,2932,42071,26183,9752,34,1318,42265,38,42305,19723,34,9776,9776
2373,2373,42071,36,9752,3,1,21,38,42305,19723,3136,9776,9776
2010,2010,42071,8,9752,37167,529,21,38,42305,19723,3136,9776,9776
1724,1724,42071,133,9752,6,4,21,38,42305,19723,3136,9776,9776
1529,1529,42071,8,9752,37167,1,42265,38,42305,19723,3136,9776,9776
1356,1356,42071,795,9752,37167,10,21,38,42305,19723,3136,9776,9776
1184,1184,42071,133,9752,3,35202,21,38,42305,19723,3136,9776,9776
1077,1077,42071,3158,9752,4,305,42265,38,42305,19723,3136,9776,9776
4155,4155,42071,3158,9752,9,335,21,21,42305,925,34,9776,9776
2932,2932,42071,45,9752,37167,217,42265,21,42305,925,34,9776,9776
4155,4155,42071,23,9752,22,403,3,38,42305,19723,34,9776,9776
4155,4155,42071,10,9752,37167,3,42265,88,42305,8960,27,9776,9776
2932,2932,42071,10,9752,34,3,21,88,42305,8960,27,9776,9776
4155,4155,1,1,9752,1,1318,42265,367,42305,8960,10,9776,9776
4155,4155,42071,3158,9752,229,1,21,436,42305,8960,3136,9776,9776
4155,4155,42071,42,9752,20,1,21,20,42305,19723,27,9776,9776
2932,2932,42071,229,9752,7,35202,42265,20,42305,19723,3,9776,9776
2373,2373,42071,64,9752,25,35202,21,2,42305,19723,3,9776,9776
2010,2010,42071,3,9752,14,343,42265,2,42305,686,3,9776,9776
4155,4155,42071,23,9752,64,79,42265,60,42305,19723,18,9776,9776
2932,2932,42071,34,9752,5,1318,3,60,42305,19723,18,9776,9776
2373,2373,42071,244,9752,74,1,42265,60,42305,19723,18,9776,9776
2010,2010,42071,15,9752,78,1318,42265,60,42305,19723,18,9776,9776
1724,1724,42071,795,9752,133,1318,42265,60,42305,19723,18,9776,9776
1529,1529,42071,3158,9752,37167,1318,42265,60,42305,19723,18,9776,9776
1356,1356,42071,795,9752,4,335,42265,60,42305,19723,18,9776,9776
1184,1184,42071,3158,9752,14,26,42265,60,42305,19723,18,9776,9776
1077,1077,42071,327,9752,5,27,42265,60,42305,19723,18,9776,9776
4155,4155,42071,42,9752,213,55,21,100,42305,19723,249,9776,9776
2932,2932,42071,1,9752,28,529,21,23,42305,19723,249,9776,9776
2373,2373,42071,72,9752,37167,335,21,23,42305,19723,249,9776,9776
2010,2010,42071,3158,9752,3,1318,21,23,42305,19723,249,9776,9776
1724,1724,42071,79,9752,12,4,21,23,42305,19723,249,9776,9776
1529,1529,42071,29,9752,190,410,21,23,42305,19723,249,9776,9776
1356,1356,42071,3158,9752,40,529,21,23,42305,19723,249,9776,9776
1184,1184,42071,162,9752,37,1318,42265,23,42305,19723,249,9776,9776
1077,1077,42071,22,9752,37167,1,21,23,42305,19723,249,9776,9776
994,994,42071,3158,9752,8,1318,21,23,42305,19723,249,9776,9776
908,908,42071,23,9752,44,410,21,23,42305,19723,249,9776,9776
843,843,42071,3158,9752,23,305,21,23,42305,19723,249,9776,9776
4155,4155,42071,471,9752,2,343,21,2,42305,8960,2,9776,9776
4155,4155,42071,30,9752,229,2,42265,26,42305,8960,5,9776,9776
4155,4155,42071,3158,9752,4,4,3,91,42305,8960,3136,9776,9776
2932,2932,42071,8,9752,4,4,21,91,42305,8960,3136,9776,9776
4155,4155,42071,3158,9752,4,4,21,91,42305,8960,3136,9776,9776
2932,2932,42071,18,9752,4,4,42265,91,42305,8960,3136,9776,9776
4155,4155,42071,11,9752,229,2,21,26,42305,8960,5,9776,9776
4155,4155,42071,269,9752,229,1,42265,1,42305,8960,3136,9776,9776
4155,4155,42071,79,9752,8,1318,21,53,42305,8960,3136,9776,9776
4155,4155,42071,269,9752,6,1,21,3,42305,2068,34,9776,9776
4155,4155,42071,471,9752,190,343,21,88,42305,19723,34,9776,9776
2932,2932,42071,123,9752,40,11,42265,88,42305,19723,34,9776,9776
2373,2373,42071,64,9752,190,1,3,88,42305,19723,34,9776,9776
2010,2010,42071,22,9752,190,1318,21,88,42305,19723,34,9776,9776
4155,4155,42071,8,9752,28,529,21,12,42305,8960,3136,9776,9776
2932,2932,42071,45,9752,78,1318,42265,38,42305,19723,34,9776,9776
2373,2373,42071,269,9752,37167,403,42265,38,42305,19723,34,9776,9776
2010,2010,42071,389,9752,74,343,21,38,42305,19723,34,9776,9776
1356,1356,42071,3158,9752,1,1318,21,132,42305,8960,3136,9776,9776
1184,1184,42071,3158,9752,1,1318,42265,132,42305,8960,3136,9776,9776
4155,4155,42071,795,9752,1,1318,42265,23,42305,8960,3136,9776,9776
2932,2932,42071,194,9752,1,1318,21,23,42305,8960,3136,9776,9776
4155,4155,42071,20,9752,37167,343,21,8,42305,19723,3136,9776,9776
4155,4155,42071,23,9752,5,335,42265,25,42305,19723,249,9776,9776
2932,2932,42071,23,9752,37167,1318,42265,25,42305,19723,249,9776,9776
2373,2373,42071,23,9752,20,343,21,25,42305,19723,249,9776,9776
2010,2010,3,23,9752,1,335,21,25,42305,19723,249,9776,9776
1724,1724,42071,23,9752,14,3,21,25,42305,19723,249,9776,9776
1529,1529,42071,23,9752,6,6,21,25,42305,19723,249,9776,9776
2373,2373,42071,3,9752,37,1318,42265,132,42305,8960,3136,9776,9776
2010,2010,42071,3158,9752,37167,529,21,132,42305,8960,3136,9776,9776
1724,1724,42071,26183,9752,37167,37,42265,132,42305,8960,3136,9776,9776
1529,1529,42071,5,9752,213,4,42265,132,42305,8960,3136,9776,9776
1356,1356,42071,3158,9752,30,1318,21,132,42305,8960,3136,9776,9776
1184,1184,42071,795,9752,190,1318,42265,132,42305,8960,3136,9776,9776
764,764,42071,57,9752,10,1,42265,100,42305,686,249,9776,9776
4155,4155,42071,94,9752,21,335,21,29,42305,19723,249,9776,9776
2932,2932,42071,3158,9752,2,217,21,29,42305,19723,249,9776,9776
2373,2373,42071,389,9752,37167,1318,21,29,42305,19723,249,9776,9776
2010,2010,42071,162,9752,190,529,21,29,42305,19723,249,9776,9776
1724,1724,42071,795,9752,37167,1318,42265,29,42305,19723,249,9776,9776
1529,1529,42071,327,9752,1,217,3,29,42305,19723,249,9776,9776
1356,1356,42071,156,9752,37167,11,42265,29,42305,19723,249,9776,9776
1184,1184,42071,8,9752,15,1318,42265,29,42305,143,249,9776,9776
1077,1077,42071,795,9752,30,217,21,29,42305,19723,249,9776,9776
994,994,3,3158,9752,14,343,42265,29,42305,143,249,9776,9776
908,908,42071,14,9752,37167,12,21,29,42305,19723,249,9776,9776
843,843,42071,12,9752,37167,32,21,29,42305,19723,249,9776,9776
764,764,42071,389,9752,37167,46,21,29,42305,19723,249,9776,9776
715,715,42071,244,9752,133,335,21,29,42305,19723,249,9776,9776
4155,4155,42071,26183,9752,5,11,42265,60,42305,19723,18,9776,9776
2932,2932,42071,3158,9752,2,529,21,60,42305,19723,18,9776,9776
2373,2373,42071,77,9752,20,410,42265,60,42305,19723,18,9776,9776
4155,4155,42071,33,9752,8,1318,21,132,42305,8960,3136,9776,9776
2932,2932,42071,94,9752,8,1318,21,132,42305,8960,3136,9776,9776
2010,2010,42071,8,9752,1,14,42265,60,42305,19723,18,9776,9776
1724,1724,42071,3,9752,37167,1318,21,60,42305,19723,18,9776,9776
1529,1529,42071,3158,9752,37167,1318,42265,60,42305,19723,18,9776,9776
1356,1356,42071,3158,9752,28,410,42265,60,42305,19723,18,9776,9776
2932,2932,42071,119,9752,6,529,21,19,42305,8960,3136,9776,9776
2373,2373,42071,18,9752,6,529,42265,4,42305,8960,3136,9776,9776
4155,4155,42071,3158,9752,15,1,42265,66,42305,19723,249,9776,9776
2932,2932,42071,194,9752,7,403,21,66,42305,19723,249,9776,9776
2373,2373,4,795,9752,213,305,3,66,42305,19723,249,9776,9776
2010,2010,42071,95,9752,37167,343,21,66,42305,19723,249,9776,9776
1724,1724,42071,3158,9752,23,1,42265,66,42305,19723,249,9776,9776
1529,1529,42071,3158,9752,81,1318,3,66,42305,19723,249,9776,9776
1356,1356,42071,29,9752,37167,18,21,66,42305,19723,249,9776,9776
1184,1184,42071,53,9752,25,217,21,66,42305,19723,249,9776,9776
4155,4155,42071,119,9752,9,1318,21,2,42305,894,1,9776,9776
1184,1184,42071,40,9752,133,74,3,60,42305,19723,18,9776,9776
1077,1077,42071,59,9752,8,529,21,60,42305,19723,18,9776,9776
4155,4155,42071,795,9752,101,305,21,48,42305,894,6,9776,9776
2932,2932,42071,120,9752,4,529,21,48,42305,894,6,9776,9776
2373,2373,42071,3158,9752,30,35202,21,48,42305,894,6,9776,9776
4155,4155,42071,3158,32553,22,410,21,87,42305,388,11,32529,32529
2932,2932,42071,13,32553,190,79,21,87,42305,388,11,32529,32529
2373,2373,42071,109,32553,37167,410,42265,87,42305,388,11,32529,32529
2010,2010,42071,327,32553,10,35202,21,87,42305,388,11,32529,32529
1724,1724,42071,269,32553,190,1318,21,219,42305,3058,11,32529,32529
1529,1529,42071,16,32553,38,1318,42265,87,42305,388,11,32529,32529
1356,1356,42071,795,32553,37167,70,42265,87,42305,388,11,32529,32529
1184,1184,42071,25,32553,5,1,42265,87,42305,388,11,32529,32529
1077,1077,42071,12,32553,37167,335,42265,87,42305,388,11,32529,32529
4155,4155,42071,3158,9752,2,2,21,18,42305,8960,3136,9776,9776
4155,4155,42071,3158,9752,6,529,21,19,42305,8960,3136,9776,9776
908,908,42071,70,32553,4,104,21,87,42305,388,11,32529,32529
1356,1356,42071,23,9752,37167,335,42265,25,42305,19723,249,9776,9776
1184,1184,42071,23,9752,37167,1318,21,25,42305,19723,249,9776,9776
1077,1077,42071,23,9752,3,1318,42265,25,42305,19723,249,9776,9776
994,994,42071,23,9752,36,403,42265,25,42305,19723,249,9776,9776
908,908,42071,23,9752,3,529,42265,25,42305,19723,249,9776,9776
843,843,42071,23,9752,37167,1318,42265,25,42305,19723,249,9776,9776
764,764,2,23,9752,3,335,21,25,42305,19723,249,9776,9776
715,715,42071,23,9752,9,1,42265,25,42305,19723,249,9776,9776
658,658,42071,23,9752,20,403,3,25,42305,19723,249,9776,9776
616,616,42071,23,9752,7,410,21,25,42305,19723,249,9776,9776
575,575,42071,23,9752,133,410,3,25,42305,19723,249,9776,9776
529,529,42071,23,9752,190,30,42265,25,42305,19723,249,9776,9776
503,503,42071,23,9752,37167,529,3,25,42305,19723,249,9776,9776
484,484,42071,23,9752,37167,410,21,25,42305,19723,249,9776,9776
462,462,42071,23,9752,1,3,42265,25,42305,19723,249,9776,9776
439,439,42071,23,9752,38,1318,3,25,42305,19723,249,9776,9776
416,416,42071,23,9752,37167,335,42265,25,42305,19723,249,9776,9776
4155,4155,42071,99,9752,37167,1318,42265,17,42305,8960,3136,9776,9776
2932,2932,42071,143,9752,30,1318,21,17,42305,8960,3136,9776,9776
4155,4155,42071,143,9752,38,529,42265,23,42305,8960,3136,9776,9776
994,994,42071,34,32553,11,1,42265,87,42305,388,11,32529,32529
2373,2373,42071,389,9752,4,1318,42265,17,42305,8960,3136,9776,9776
2010,2010,42071,3158,9752,38,1318,3,17,42305,8960,3136,9776,9776
1724,1724,42071,8,9752,7,1318,42265,17,42305,8960,3136,9776,9776
1529,1529,42071,3158,9752,37167,1318,42265,17,42305,8960,3136,9776,9776
1356,1356,42071,3158,9752,74,1318,21,17,42305,8960,3136,9776,9776
1184,1184,42071,15,9752,213,1318,21,17,42305,8960,3136,9776,9776
1077,1077,42071,8,9752,34,1318,42265,17,42305,8960,3136,9776,9776
994,994,42071,4,9752,2,1318,42265,17,42305,8960,3136,9776,9776
908,908,42071,3158,9752,37167,1318,42265,17,42305,8960,3136,9776,9776
4155,4155,42071,22,9752,8,343,21,34,42305,8960,3136,9776,9776
4155,4155,42071,1,9752,13,1,42265,1,42305,894,1,9776,9776
4155,4155,42071,3158,9752,1,74,42265,88,42305,19723,34,9776,9776
2932,2932,42071,118,9752,37167,35202,21,29,42305,2068,34,9776,9776
2373,2373,42071,1,9752,9,1318,21,88,42305,44,34,9776,9776
2010,2010,42071,229,9752,37167,1318,42265,88,42305,19723,34,9776,9776
1724,1724,42071,795,9752,37167,1,21,29,42305,19723,34,9776,9776
1529,1529,42071,3158,9752,213,1318,42265,88,42305,19723,34,9776,9776
4155,4155,3,3158,9752,37167,1318,3,88,42305,19723,34,9776,9776
2932,2932,42071,471,9752,37167,403,21,88,42305,19723,34,9776,9776
2373,2373,3,52,9752,12,343,21,88,42305,19723,3136,9776,9776
2010,2010,42071,3158,9752,1,529,21,33,42305,19723,3136,9776,9776
1724,1724,42071,30,9752,30,78,42265,88,42305,19723,3136,9776,9776
1529,1529,4,3158,9752,37167,35202,21,88,42305,19723,3136,9776,9776
1356,1356,42071,52,9752,37167,35202,21,88,42305,19723,3136,9776,9776
1184,1184,42071,123,9752,7,35202,21,88,42305,19723,3136,9776,9776
1077,1077,42071,20,9752,34,305,21,88,42305,19723,3136,9776,9776
994,994,42071,3158,9752,37167,23,21,38,42305,19723,3136,9776,9776
908,908,42071,5,9752,133,1318,21,38,42305,19723,3136,9776,9776
843,843,42071,19,9752,12,2,21,38,42305,2068,3136,9776,9776
764,764,42071,123,9752,5,410,42265,38,42305,19723,3136,9776,9776
715,715,42071,80,9752,37167,403,42265,38,42305,19723,3136,9776,9776
658,658,42071,47,9752,37167,1318,21,38,42305,19723,3136,9776,9776
616,616,42071,3158,9752,37,45,21,38,42305,19723,3136,9776,9776
575,575,42071,99,9752,213,1,3,38,42305,19723,34,9776,9776
529,529,42071,51,9752,14,35202,21,38,42305,2068,34,9776,9776
4155,4155,42071,389,9752,3,1318,21,3,42305,8960,3136,9776,9776
2932,2932,42071,47,9752,1,1318,21,3,42305,8960,3136,9776,9776
4155,4155,42071,327,9752,229,1,21,98,42305,8960,3136,9776,9776
4155,4155,42071,3158,9752,3,529,21,53,42305,8960,2,9776,9776
2932,2932,42071,194,9752,3,529,42265,53,42305,8960,2,9776,9776
4155,4155,42071,64,9752,2,1318,42265,192,42305,8960,3136,9776,9776
4155,4155,42071,471,9752,37167,1318,42265,132,42305,8960,3136,9776,9776
2932,2932,42071,3158,9752,37167,1318,3,132,42305,8960,3136,9776,9776
2373,2373,42071,3,9752,101,1318,21,132,42305,8960,3136,9776,9776
2010,2010,42071,26183,9752,37167,529,3,132,42305,8960,3136,9776,9776
1724,1724,42071,3158,9752,37167,37,21,132,42305,8960,3136,9776,9776
1529,1529,42071,195,9752,133,335,21,132,42305,8960,3136,9776,9776
1356,1356,42071,22,9752,8,1318,21,132,42305,8960,3136,9776,9776
1184,1184,42071,81,9752,7,1318,21,132,42305,8960,3136,9776,9776
4155,4155,42071,3158,9752,229,1,21,20,42305,8960,3136,9776,9776
4155,4155,42071,4,9752,14,3,42265,4,42305,8960,5,9776,9776
2932,2932,42071,2,9752,32,3,21,4,42305,8960,5,9776,9776
2373,2373,42071,1,9752,213,3,3,4,42305,8960,5,9776,9776
4155,4155,42071,389,9752,1,403,42265,192,42305,8960,3136,9776,9776
2932,2932,42071,195,9752,3,529,42265,192,42305,8960,3136,9776,9776
4155,4155,42071,14,9752,2,403,42265,192,42305,8960,3136,9776,9776
4155,4155,1,3158,9752,25,1,21,10,42305,680,6,9776,9776
4155,4155,42071,21,9752,37167,529,21,186,42305,388,3136,9776,9776
2932,2932,42071,17,9752,37167,1318,21,186,42305,680,3136,9776,9776
2373,2373,42071,34,9752,37167,76,42265,186,42305,680,3136,9776,9776
2010,2010,42071,3,9752,16,343,42265,186,42305,680,3136,9776,9776
1724,1724,42071,10,9752,30,18,21,186,42305,143,3136,9776,9776
1529,1529,42071,13,9752,1,1318,21,186,42305,143,3136,9776,9776
1356,1356,42071,156,9752,2,1318,21,250,42305,388,3136,9776,9776
1184,1184,42071,3158,9752,213,1318,42265,186,42305,143,3136,9776,9776
1077,1077,42071,3158,9752,6,35202,21,250,42305,925,3136,9776,9776
994,994,42071,3158,9752,37167,2,21,250,42305,925,3136,9776,9776
4155,4155,42071,389,9752,37167,335,21,117,42305,894,6,9776,9776
4155,4155,42071,15,9752,28,529,21,14,42305,894,3136,9776,9776
4155,4155,42071,795,9752,37167,1318,21,14,42305,894,3136,9776,9776
2932,2932,42071,53,9752,16,104,21,117,42305,894,6,9776,9776
2373,2373,42071,109,9752,5,403,42265,117,42305,894,6,9776,9776
4155,4155,42071,13,9752,22,305,21,94,42305,894,6,9776,9776
2932,2932,42071,6,9752,3,1318,21,4,42305,894,6,9776,9776
4155,4155,42071,3158,9752,6,529,21,19,42305,8960,3136,9776,9776
2932,2932,42071,79,9752,6,529,42265,19,42305,8960,3136,9776,9776
2373,2373,42071,26183,9752,6,529,3,4,42305,8960,3136,9776,9776
4155,4155,42071,269,9752,229,1,21,2,42305,8960,3136,9776,9776
4155,4155,42071,327,9752,38,305,21,7,42305,686,249,9776,9776
2932,2932,42071,9,9752,37167,403,42265,7,42305,686,249,9776,9776
2373,2373,42071,99,9752,37167,1318,21,7,42305,686,249,9776,9776
2010,2010,42071,69,9752,2,410,21,7,42305,19723,249,9776,9776
1724,1724,42071,7,9752,133,1318,42265,7,42305,19723,249,9776,9776
1529,1529,42071,244,9752,11,343,21,7,42305,19723,249,9776,9776
4155,4155,42071,69,9752,37167,35202,21,48,42305,894,6,9776,9776
2932,2932,42071,269,9752,1,1318,42265,48,42305,894,6,9776,9776
2373,2373,42071,52,9752,2,1318,42265,48,42305,894,6,9776,9776
4155,4155,42071,4,9752,12,1,42265,98,42305,8960,3136,9776,9776
4155,4155,42071,12,9752,6,1,21,98,42305,8960,3136,9776,9776
4155,4155,42071,3158,9752,36,1,3,98,42305,2068,3136,9776,9776
4155,4155,42071,3158,9752,16,23,42265,308,42305,8960,3136,9776,9776
4155,4155,42071,59,9752,16,23,21,132,42305,8960,3136,9776,9776
2932,2932,42071,150,9752,1,1318,21,132,42305,8960,3136,9776,9776
2373,2373,42071,389,9752,6,1318,21,132,42305,8960,3136,9776,9776
2010,2010,42071,471,9752,6,1318,42265,132,42305,8960,3136,9776,9776
1724,1724,42071,3158,9752,5,1318,42265,132,42305,8960,3136,9776,9776
1529,1529,42071,65,9752,1,1318,21,132,42305,8960,3136,9776,9776
4155,4155,42071,77,9752,101,343,42265,106,42305,894,3136,9776,9776
2932,2932,42071,16,9752,14,1318,21,106,42305,894,3136,9776,9776
2373,2373,42071,80,9752,190,343,21,106,42305,894,3136,9776,9776
2010,2010,42071,195,9752,9,78,42265,106,42305,894,3136,9776,9776
1724,1724,42071,28,9752,25,529,21,106,42305,894,3136,9776,9776
1529,1529,42071,2,9752,101,35,42265,106,42305,894,3136,9776,9776
1356,1356,42071,195,9752,37167,24,3,106,42305,894,3136,9776,9776
1184,1184,42071,3158,9752,6,35202,21,106,42305,894,3136,9776,9776
1077,1077,42071,79,9752,37167,403,42265,106,42305,894,3136,9776,9776
994,994,42071,50,9752,37167,410,42265,106,42305,894,3136,9776,9776
908,908,42071,194,9752,7,1318,21,106,42305,894,3136,9776,9776
843,843,42071,471,9752,16,55,21,10,42305,894,3136,9776,9776
4155,4155,6,1,9752,37167,1,42265,367,42305,8960,27,9776,9776
2932,2932,6,1,9752,16,1,21,367,42305,8960,27,9776,9776
2373,2373,6,2,9752,8,2,42265,367,42305,8960,27,9776,9776
2010,2010,6,1,9752,37167,2,21,367,42305,8960,27,9776,9776
1724,1724,6,2,9752,213,2,21,367,42305,8960,27,9776,9776
1529,1529,6,1,9752,9,2,21,367,42305,8960,27,9776,9776
4155,4155,42071,10,9752,36,3,21,88,42305,8960,27,9776,9776
2932,2932,42071,10,9752,38,3,21,88,42305,8960,27,9776,9776
4155,4155,42071,29,9752,64,2,42265,99,42305,19723,249,9776,9776
2932,2932,42071,47,9752,37167,343,21,99,42305,19723,249,9776,9776
2373,2373,42071,1,9752,24,27,21,99,42305,19723,249,9776,9776
2010,2010,42071,30,9752,11,35202,21,99,42305,19723,249,9776,9776
1724,1724,42071,3158,9752,190,305,42265,99,42305,19723,249,9776,9776
1529,1529,42071,3158,9752,37167,1318,21,99,42305,19723,249,9776,9776
1356,1356,42071,3158,9752,37167,71,42265,99,42305,19723,249,9776,9776
4155,4155,42071,3158,9752,49,70,42265,8,42305,8960,3136,9776,9776
2932,2932,42071,94,9752,49,70,21,8,42305,8960,3136,9776,9776
4155,4155,42071,150,9752,37167,79,21,106,42305,894,3136,9776,9776
4155,4155,42071,150,9752,2,343,21,2,42305,8960,2,9776,9776
4155,4155,42071,3158,9752,2,79,42265,192,42305,8960,3136,9776,9776
4155,4155,42071,10,9752,23,2,42265,88,42305,8960,50,9776,9776
2932,2932,42071,10,9752,22,2,21,88,42305,8960,50,9776,9776
2932,2932,42071,327,9752,32,1318,42265,106,42305,894,3136,9776,9776
2373,2373,42071,10,9752,14,529,3,106,42305,894,3136,9776,9776
2010,2010,42071,1,9752,20,529,21,106,42305,894,3136,9776,9776
1724,1724,42071,3,9752,19,305,21,106,42305,894,3136,9776,9776
1529,1529,42071,3158,9752,37167,343,21,106,42305,894,3136,9776,9776
1356,1356,42071,4,9752,37167,410,42265,106,42305,894,3136,9776,9776
1184,1184,42071,1,9752,37167,305,3,106,42305,894,3136,9776,9776
1077,1077,42071,3158,9752,133,1318,21,106,42305,894,3136,9776,9776
994,994,42071,64,9752,23,217,42265,106,42305,894,3136,9776,9776
908,908,42071,3158,9752,27,30,21,10,42305,894,3136,9776,9776
843,843,42071,244,9752,133,1,42265,106,42305,894,3136,9776,9776
4155,4155,42071,47,9752,8,76,21,23,42305,8960,3136,9776,9776
4155,4155,42071,795,9752,37167,74,21,14,42305,894,3136,9776,9776
4155,4155,42071,81,9752,37167,403,21,88,42305,19723,34,9776,9776
2932,2932,42071,38,9752,36,34,21,88,42305,19723,34,9776,9776
2373,2373,42071,23,9752,4,1,42265,41,42305,19723,34,9776,9776
2010,2010,42071,36,9752,8,35202,42265,88,42305,19723,34,9776,9776
4155,4155,42071,389,9752,7,1318,21,15,42305,8960,3136,9776,9776
4155,4155,42071,244,32553,37167,35202,21,233,42305,143,50,32529,32529
4155,4155,42071,3158,9752,15,1318,21,5,42305,8960,3136,9776,9776
2932,2932,42071,150,9752,15,1318,42265,5,42305,8960,3136,9776,9776
2373,2373,42071,1,9752,15,1318,21,5,42305,8960,3136,9776,9776
2010,2010,42071,795,9752,15,1318,21,5,42305,8960,3136,9776,9776
1724,1724,42071,8,9752,15,1318,21,5,42305,8960,3136,9776,9776
4155,4155,42071,79,9752,12,410,42265,70,42305,19723,34,9776,9776
191,191,42071,3158,9752,37167,46,21,525,42305,925,3136,9776,9776
186,186,42071,15,9752,4,2,21,525,42305,3058,3136,9776,9776
180,180,42071,3158,9752,37167,305,21,525,42305,3058,3136,9776,9776
176,176,42071,26183,9752,4,1318,3,525,42305,3058,3136,9776,9776
174,174,42071,45,9752,1,3,42265,525,42305,3058,3136,9776,9776
163,163,42071,6,9752,2,35202,21,525,42305,3058,3136,9776,9776
154,154,42071,1,9752,5,1318,21,525,42305,3058,3136,9776,9776
151,151,42071,389,9752,6,305,21,525,42305,3058,3136,9776,9776
146,146,42071,795,9752,1,3,21,525,42305,925,3136,9776,9776
141,141,42071,1,9752,74,1,21,525,42305,3058,3136,9776,9776
134,134,42071,1,9752,37167,1318,21,525,42305,3058,3136,9776,9776
131,131,42071,194,9752,15,335,21,525,42305,3058,3136,9776,9776
128,128,42071,81,9752,4,1318,21,525,42305,925,3136,9776,9776
126,126,42071,79,9752,13,35202,42265,525,42305,3058,3136,9776,9776
124,124,42071,6,9752,17,1318,3,525,42305,3058,3136,9776,9776
122,122,4,4,9752,6,410,21,525,42305,3058,3136,9776,9776
116,116,42071,79,9752,37167,410,21,525,42305,925,3136,9776,9776
114,114,42071,3158,9752,37167,46,21,525,42305,3058,3136,9776,9776
106,106,42071,53,9752,37167,37,42265,525,42305,3058,3136,9776,9776
100,100,42071,4,9752,7,335,42265,525,42305,3058,3136,9776,9776
97,97,42071,3158,9752,37167,73,21,525,42305,3058,3136,9776,9776
95,95,42071,389,9752,5,7,21,525,42305,3058,3136,9776,9776
92,92,42071,92,9752,11,1,42265,525,42305,3058,3136,9776,9776
90,90,42071,9,9752,2,1318,21,525,42305,3058,3136,9776,9776
90,90,42071,3158,9752,4,305,42265,525,42305,3058,3136,9776,9776
4155,4155,42071,94,9752,8,1318,3,53,42305,8960,3136,9776,9776
2932,2932,42071,7,9752,8,1318,21,53,42305,8960,3136,9776,9776
2373,2373,42071,3158,9752,8,1318,21,53,42305,8960,3136,9776,9776
4155,4155,42071,10,9752,101,3,42265,88,42305,8960,27,9776,9776
2932,2932,42071,10,9752,21,3,42265,88,42305,8960,27,9776,9776
4155,4155,42071,6,9752,15,1318,21,2,42305,8960,3136,9776,9776
2932,2932,42071,156,9752,15,1318,21,2,42305,8960,3136,9776,9776
2932,2932,42071,3158,9752,37167,1318,42265,25,42305,686,34,9776,9776
4155,4155,42071,24,9752,28,1318,21,106,42305,894,3136,9776,9776
2932,2932,42071,3158,9752,213,529,21,106,42305,894,3136,9776,9776
2373,2373,42071,2,9752,19,343,42265,106,42305,894,3136,9776,9776
2010,2010,42071,3158,9752,2,403,3,106,42305,894,3136,9776,9776
1724,1724,42071,80,9752,11,70,21,106,42305,894,3136,9776,9776
1529,1529,42071,2,9752,101,305,21,106,42305,894,3136,9776,9776
1356,1356,42071,26183,9752,37167,8,21,106,42305,894,3136,9776,9776
1184,1184,42071,95,9752,37167,1,21,106,42305,894,3136,9776,9776
1077,1077,42071,327,9752,37167,343,21,106,42305,894,3136,9776,9776
994,994,42071,269,9752,213,529,3,106,42305,894,3136,9776,9776
908,908,42071,795,9752,28,37,42265,106,42305,894,3136,9776,9776
843,843,42071,26183,9752,38,529,21,10,42305,894,3136,9776,9776
4155,4155,42071,14,9752,17,1318,21,18,42305,8960,10,9776,9776
2932,2932,42071,3158,9752,40,1318,21,18,42305,8960,10,9776,9776
2373,2373,42071,327,9752,190,1318,42265,18,42305,8960,10,9776,9776
2010,2010,42071,79,9752,37167,1318,42265,18,42305,8960,10,9776,9776
1724,1724,42071,229,9752,37167,1318,21,18,42305,8960,10,9776,9776
1529,1529,42071,120,9752,3,1318,21,18,42305,8960,10,9776,9776
1356,1356,42071,133,9752,3,1318,21,18,42305,8960,10,9776,9776
